id,cap-shape,cap-surface,odor,gill-attachment,gill-spacing,stalk-surface-below-ring,veil-type,ring-number,ring-type,population
6880,f,y,f,f,c,k,p,o,e,v
6881,f,s,f,f,c,s,p,o,e,v
6882,f,y,f,f,c,k,p,o,e,v
6883,f,y,y,f,c,s,p,o,e,v
6884,x,y,f,f,c,k,p,o,e,v
6885,k,f,n,f,w,k,p,t,p,n
6886,x,s,y,f,c,k,p,o,e,v
6887,k,y,y,f,c,k,p,o,e,v
6888,k,y,s,f,c,k,p,o,e,v
6889,x,y,s,f,c,s,p,o,e,v
6890,f,s,f,f,c,s,p,o,e,v
6891,f,s,s,f,c,s,p,o,e,v
6892,f,s,s,f,c,k,p,o,e,v
6893,x,s,f,f,c,s,p,o,e,v
6894,f,s,s,f,c,s,p,o,e,v
6895,f,y,s,f,c,k,p,o,e,v
6896,x,s,s,f,c,k,p,o,e,v
6897,x,y,f,f,c,k,p,o,e,v
6898,f,s,y,f,c,s,p,o,e,v
6899,x,s,y,f,c,k,p,o,e,v
6900,f,s,f,f,c,s,p,o,e,v
6901,x,s,n,a,c,s,p,o,p,v
6902,k,s,y,f,c,k,p,o,e,v
6903,f,s,y,f,c,s,p,o,e,v
6904,k,y,f,f,c,s,p,o,e,v
6905,x,y,n,f,c,s,p,t,p,y
6906,b,s,n,a,c,s,p,o,p,c
6907,k,s,n,f,w,k,p,t,p,n
6908,x,f,n,f,w,k,p,t,p,s
6909,x,s,s,f,c,k,p,o,e,v
6910,k,y,f,f,c,s,p,o,e,v
6911,x,s,n,a,c,s,p,o,p,c
6912,k,s,s,f,c,k,p,o,e,v
6913,b,y,n,f,w,y,p,o,e,c
6914,x,s,f,f,c,s,p,o,e,v
6915,b,s,n,f,w,k,p,t,p,n
6916,k,y,f,f,c,k,p,o,e,v
6917,k,s,s,f,c,k,p,o,e,v
6918,f,s,s,f,c,k,p,o,e,v
6919,f,y,y,f,c,s,p,o,e,v
6920,f,s,s,f,c,k,p,o,e,v
6921,k,f,n,f,w,k,p,t,p,s
6922,k,s,s,f,c,s,p,o,e,v
6923,k,s,y,f,c,s,p,o,e,v
6924,f,s,f,f,c,s,p,o,e,v
6925,b,f,n,f,w,k,p,t,p,n
6926,f,y,s,f,c,k,p,o,e,v
6927,f,s,y,f,c,s,p,o,e,v
6928,f,s,n,a,c,s,p,o,p,c
6929,x,y,n,f,c,s,p,t,p,y
6930,f,s,y,f,c,k,p,o,e,v
6931,k,y,y,f,c,k,p,o,e,v
6932,f,s,s,f,c,s,p,o,e,v
6933,b,s,n,f,w,k,p,t,p,n
6934,x,y,f,f,c,k,p,o,e,v
6935,f,y,y,f,c,s,p,o,e,v
6936,f,s,y,f,c,s,p,o,e,v
6937,k,y,f,f,c,s,p,o,e,v
6938,x,f,n,f,w,s,p,t,p,s
6939,b,s,n,f,w,s,p,t,p,n
6940,k,s,y,f,c,k,p,o,e,v
6941,f,y,y,f,c,k,p,o,e,v
6942,f,y,n,f,c,s,p,t,p,v
6943,k,s,s,f,c,s,p,o,e,v
6944,k,s,y,f,c,k,p,o,e,v
6945,f,y,s,f,c,k,p,o,e,v
6946,f,y,m,a,c,y,p,n,n,c
6947,x,s,f,f,c,k,p,o,e,v
6948,k,y,s,f,c,s,p,o,e,v
6949,x,s,s,f,c,k,p,o,e,v
6950,k,s,f,f,c,k,p,o,e,v
6951,k,y,f,f,c,k,p,o,e,v
6952,f,y,f,f,c,s,p,o,e,v
6953,x,f,n,f,w,s,p,t,p,s
6954,k,s,s,f,c,s,p,o,e,v
6955,f,s,f,f,c,k,p,o,e,v
6956,k,s,y,f,c,k,p,o,e,v
6957,k,s,s,f,c,k,p,o,e,v
6958,k,y,s,f,c,s,p,o,e,v
6959,k,f,n,f,w,s,p,t,p,s
6960,k,s,f,f,c,s,p,o,e,v
6961,k,y,s,f,c,s,p,o,e,v
6962,k,s,s,f,c,k,p,o,e,v
6963,k,s,s,f,c,s,p,o,e,v
6964,x,s,y,f,c,k,p,o,e,v
6965,x,y,s,f,c,s,p,o,e,v
6966,f,s,y,f,c,k,p,o,e,v
6967,k,y,f,f,c,s,p,o,e,v
6968,b,s,n,f,c,y,p,t,p,y
6969,f,s,f,f,c,s,p,o,e,v
6970,k,y,f,f,c,k,p,o,e,v
6971,x,s,n,f,c,y,p,t,p,y
6972,f,s,f,f,c,k,p,o,e,v
6973,k,s,y,f,c,s,p,o,e,v
6974,f,y,s,f,c,k,p,o,e,v
6975,x,s,s,f,c,s,p,o,e,v
6976,k,f,n,f,w,s,p,t,p,s
6977,f,y,f,f,c,k,p,o,e,v
6978,x,s,y,f,c,k,p,o,e,v
6979,x,s,f,f,c,s,p,o,e,v
6980,f,s,f,f,c,s,p,o,e,v
6981,k,s,y,f,c,k,p,o,e,v
6982,k,s,f,f,c,s,p,o,e,v
6983,k,s,s,f,c,s,p,o,e,v
6984,x,s,f,f,c,k,p,o,e,v
6985,b,s,n,f,c,y,p,t,p,y
6986,k,s,y,f,c,s,p,o,e,v
6987,x,s,f,f,c,s,p,o,e,v
6988,x,y,f,f,c,k,p,o,e,v
6989,f,s,s,f,c,s,p,o,e,v
6990,b,s,n,a,c,s,p,o,p,c
6991,k,s,n,f,w,k,p,t,p,n
6992,k,y,m,f,c,y,p,n,n,c
6993,k,y,y,f,c,s,p,o,e,v
6994,f,s,y,f,c,k,p,o,e,v
6995,k,s,n,a,c,s,p,o,p,c
6996,f,y,s,f,c,s,p,o,e,v
6997,k,y,s,f,c,k,p,o,e,v
6998,k,f,n,f,w,s,p,t,p,s
6999,x,s,n,f,w,k,p,t,p,s
7000,k,s,n,a,c,s,p,o,p,v
7001,k,y,s,f,c,s,p,o,e,v
7002,k,y,s,f,c,s,p,o,e,v
7003,k,s,s,f,c,s,p,o,e,v
7004,x,s,n,f,w,k,p,t,p,s
7005,k,s,n,f,w,k,p,t,p,n
7006,k,s,n,f,w,s,p,t,p,s
7007,k,s,f,f,c,s,p,o,e,v
7008,x,s,s,f,c,s,p,o,e,v
7009,k,s,n,f,w,k,p,t,p,s
7010,x,f,n,f,w,k,p,t,p,s
7011,k,y,f,f,c,k,p,o,e,v
7012,b,s,n,f,w,s,p,t,p,s
7013,k,s,s,f,c,s,p,o,e,v
7014,f,s,f,f,c,k,p,o,e,v
7015,f,y,f,f,c,k,p,o,e,v
7016,k,s,n,f,w,k,p,t,p,s
7017,x,s,n,f,w,s,p,t,p,n
7018,f,y,y,f,c,s,p,o,e,v
7019,x,s,f,f,c,s,p,o,e,v
7020,x,f,n,f,w,k,p,t,p,s
7021,k,f,n,f,w,k,p,t,p,n
7022,f,s,s,f,c,k,p,o,e,v
7023,f,s,n,f,c,s,p,t,p,v
7024,k,s,y,f,c,s,p,o,e,v
7025,x,s,y,f,c,k,p,o,e,v
7026,k,s,n,a,c,s,p,o,p,c
7027,x,s,n,a,c,s,p,o,p,c
7028,k,y,s,f,c,s,p,o,e,v
7029,x,s,y,f,c,s,p,o,e,v
7030,x,s,s,f,c,s,p,o,e,v
7031,k,s,y,f,c,k,p,o,e,v
7032,x,s,y,f,c,k,p,o,e,v
7033,k,f,n,f,w,s,p,t,p,n
7034,k,s,n,a,c,s,p,o,p,c
7035,k,y,m,f,c,y,p,n,n,c
7036,x,f,n,f,w,s,p,t,p,s
7037,x,s,n,a,c,s,p,o,p,v
7038,x,s,n,a,c,s,p,o,p,v
7039,k,y,s,f,c,s,p,o,e,v
7040,k,f,n,f,w,s,p,t,p,n
7041,x,f,n,f,w,s,p,t,p,s
7042,f,s,n,a,c,s,p,o,p,v
7043,k,y,y,f,c,k,p,o,e,v
7044,k,y,s,f,c,s,p,o,e,v
7045,f,y,s,f,c,s,p,o,e,v
7046,f,y,y,f,c,s,p,o,e,v
7047,k,f,n,f,w,k,p,t,p,n
7048,f,y,s,f,c,k,p,o,e,v
7049,f,y,s,f,c,s,p,o,e,v
7050,k,s,s,f,c,s,p,o,e,v
7051,k,s,n,f,w,k,p,t,p,s
7052,b,s,n,a,c,s,p,o,p,c
7053,k,y,f,f,c,k,p,o,e,v
7054,x,s,s,f,c,s,p,o,e,v
7055,b,s,n,a,c,s,p,o,p,v
7056,k,s,y,f,c,s,p,o,e,v
7057,k,s,y,f,c,k,p,o,e,v
7058,k,s,s,f,c,k,p,o,e,v
7059,f,s,s,f,c,s,p,o,e,v
7060,x,s,s,f,c,s,p,o,e,v
7061,x,s,y,f,c,s,p,o,e,v
7062,x,s,s,f,c,s,p,o,e,v
7063,k,y,y,f,c,k,p,o,e,v
7064,x,s,n,f,c,s,p,t,p,y
7065,f,s,y,f,c,k,p,o,e,v
7066,x,y,m,a,c,y,p,n,n,c
7067,k,s,f,f,c,s,p,o,e,v
7068,k,s,n,f,w,k,p,t,p,s
7069,k,s,f,f,c,s,p,o,e,v
7070,f,y,y,f,c,k,p,o,e,v
7071,k,s,s,f,c,k,p,o,e,v
7072,k,y,y,f,c,k,p,o,e,v
7073,f,y,f,f,c,s,p,o,e,v
7074,f,s,n,f,c,s,p,t,p,y
7075,f,y,f,f,c,k,p,o,e,v
7076,k,s,f,f,c,k,p,o,e,v
7077,x,s,y,f,c,s,p,o,e,v
7078,f,y,y,f,c,k,p,o,e,v
7079,x,s,f,f,c,s,p,o,e,v
7080,f,s,n,a,c,s,p,o,p,c
7081,f,s,s,f,c,k,p,o,e,v
7082,x,y,s,f,c,k,p,o,e,v
7083,x,y,f,f,c,k,p,o,e,v
7084,x,s,s,f,c,k,p,o,e,v
7085,k,s,f,f,c,k,p,o,e,v
7086,x,s,y,f,c,s,p,o,e,v
7087,b,f,n,f,w,s,p,t,p,s
7088,k,y,s,f,c,s,p,o,e,v
7089,k,s,s,f,c,k,p,o,e,v
7090,k,f,n,f,w,s,p,t,p,n
7091,f,s,n,a,c,s,p,o,p,v
7092,f,y,m,f,c,y,p,n,n,c
7093,k,s,s,f,c,k,p,o,e,v
7094,f,s,f,f,c,k,p,o,e,v
7095,k,y,f,f,c,k,p,o,e,v
7096,k,s,y,f,c,s,p,o,e,v
7097,k,y,y,f,c,s,p,o,e,v
7098,k,y,y,f,c,k,p,o,e,v
7099,x,f,n,f,w,k,p,t,p,n
7100,k,y,f,f,c,k,p,o,e,v
7101,x,y,m,a,c,y,p,n,n,c
7102,k,y,s,f,c,k,p,o,e,v
7103,k,y,s,f,c,k,p,o,e,v
7104,b,s,n,f,w,k,p,t,p,s
7105,k,s,y,f,c,k,p,o,e,v
7106,x,s,y,f,c,k,p,o,e,v
7107,f,y,f,f,c,s,p,o,e,v
7108,f,s,y,f,c,k,p,o,e,v
7109,k,y,f,f,c,k,p,o,e,v
7110,k,y,f,f,c,s,p,o,e,v
7111,b,f,n,f,w,s,p,t,p,n
7112,k,y,m,a,c,y,p,n,n,c
7113,f,y,y,f,c,s,p,o,e,v
7114,k,s,f,f,c,k,p,o,e,v
7115,k,y,f,f,c,s,p,o,e,v
7116,x,s,s,f,c,k,p,o,e,v
7117,x,y,n,f,c,s,p,t,p,v
7118,f,s,y,f,c,s,p,o,e,v
7119,k,y,y,f,c,s,p,o,e,v
7120,k,f,n,f,w,k,p,t,p,n
7121,x,s,s,f,c,s,p,o,e,v
7122,k,y,y,f,c,s,p,o,e,v
7123,x,s,s,f,c,s,p,o,e,v
7124,k,s,n,f,w,k,p,t,p,n
7125,f,y,s,f,c,s,p,o,e,v
7126,k,s,s,f,c,k,p,o,e,v
7127,k,s,y,f,c,k,p,o,e,v
7128,f,y,f,f,c,k,p,o,e,v
7129,f,s,n,a,c,s,p,o,p,v
7130,f,y,y,f,c,k,p,o,e,v
7131,k,y,y,f,c,s,p,o,e,v
7132,k,s,y,f,c,k,p,o,e,v
7133,k,s,f,f,c,k,p,o,e,v
7134,b,s,n,a,c,s,p,o,p,v
7135,k,s,n,f,w,k,p,t,p,s
7136,x,s,n,a,c,s,p,o,p,v
7137,x,f,n,f,w,k,p,t,p,n
7138,k,s,y,f,c,s,p,o,e,v
7139,f,y,f,f,c,k,p,o,e,v
7140,k,s,s,f,c,k,p,o,e,v
7141,k,s,y,f,c,s,p,o,e,v
7142,b,s,n,f,w,s,p,t,p,n
7143,f,s,s,f,c,s,p,o,e,v
7144,b,f,n,f,w,k,p,t,p,n
7145,x,s,f,f,c,s,p,o,e,v
7146,x,y,f,f,c,k,p,o,e,v
7147,f,y,m,f,c,y,p,n,n,c
7148,f,s,s,f,c,s,p,o,e,v
7149,x,y,s,f,c,s,p,o,e,v
7150,f,s,s,f,c,k,p,o,e,v
7151,f,y,f,f,c,s,p,o,e,v
7152,f,s,f,f,c,k,p,o,e,v
7153,x,s,s,f,c,k,p,o,e,v
7154,k,s,n,f,w,s,p,t,p,s
7155,x,s,y,f,c,s,p,o,e,v
7156,k,s,y,f,c,s,p,o,e,v
7157,k,y,s,f,c,s,p,o,e,v
7158,x,s,y,f,c,k,p,o,e,v
7159,b,s,n,f,w,k,p,t,p,n
7160,x,s,s,f,c,s,p,o,e,v
7161,f,s,s,f,c,s,p,o,e,v
7162,k,s,s,f,c,s,p,o,e,v
7163,b,s,n,f,w,s,p,t,p,s
7164,x,s,y,f,c,k,p,o,e,v
7165,f,y,y,f,c,k,p,o,e,v
7166,f,s,y,f,c,k,p,o,e,v
7167,f,y,m,f,c,y,p,n,n,c
7168,b,f,n,f,w,s,p,t,p,s
7169,f,s,f,f,c,k,p,o,e,v
7170,k,s,f,f,c,k,p,o,e,v
7171,k,s,n,f,w,k,p,t,p,n
7172,k,y,f,f,c,k,p,o,e,v
7173,x,s,s,f,c,k,p,o,e,v
7174,b,s,n,a,c,s,p,o,p,c
7175,k,y,f,f,c,k,p,o,e,v
7176,f,y,s,f,c,k,p,o,e,v
7177,x,s,n,a,c,s,p,o,p,c
7178,k,s,f,f,c,k,p,o,e,v
7179,k,s,f,f,c,k,p,o,e,v
7180,k,s,s,f,c,s,p,o,e,v
7181,k,s,s,f,c,s,p,o,e,v
7182,f,y,n,f,c,s,p,t,p,y
7183,f,s,n,a,c,s,p,o,p,c
7184,b,s,n,f,w,k,p,t,p,n
7185,k,s,s,f,c,s,p,o,e,v
7186,b,s,n,f,w,s,p,t,p,n
7187,k,y,y,f,c,k,p,o,e,v
7188,k,y,s,f,c,s,p,o,e,v
7189,x,s,n,a,c,s,p,o,p,c
7190,x,s,y,f,c,s,p,o,e,v
7191,x,s,f,f,c,s,p,o,e,v
7192,f,s,y,f,c,s,p,o,e,v
7193,f,y,s,f,c,s,p,o,e,v
7194,x,y,s,f,c,s,p,o,e,v
7195,k,s,f,f,c,k,p,o,e,v
7196,k,y,n,f,c,y,p,t,p,y
7197,f,s,f,f,c,s,p,o,e,v
7198,k,s,s,f,c,k,p,o,e,v
7199,f,y,y,f,c,s,p,o,e,v
7200,f,s,f,f,c,s,p,o,e,v
7201,k,f,n,f,w,s,p,t,p,n
7202,k,s,f,f,c,k,p,o,e,v
7203,b,f,n,f,w,s,p,t,p,s
7204,k,s,y,f,c,k,p,o,e,v
7205,x,s,n,f,w,k,p,t,p,n
7206,k,s,n,a,c,s,p,o,p,c
7207,k,s,f,f,c,s,p,o,e,v
7208,k,y,f,f,c,s,p,o,e,v
7209,k,f,n,f,w,k,p,t,p,n
7210,x,s,y,f,c,s,p,o,e,v
7211,k,y,s,f,c,s,p,o,e,v
7212,x,f,n,f,w,s,p,t,p,n
7213,k,y,f,f,c,s,p,o,e,v
7214,k,s,f,f,c,s,p,o,e,v
7215,k,s,f,f,c,k,p,o,e,v
7216,k,y,s,f,c,s,p,o,e,v
7217,k,y,s,f,c,s,p,o,e,v
7218,k,s,n,f,w,k,p,t,p,n
7219,k,y,f,f,c,k,p,o,e,v
7220,k,s,f,f,c,s,p,o,e,v
7221,x,s,n,f,w,k,p,t,p,n
7222,f,s,n,a,c,s,p,o,p,v
7223,k,s,n,f,w,s,p,t,p,n
7224,x,s,s,f,c,s,p,o,e,v
7225,k,s,f,f,c,s,p,o,e,v
7226,k,s,s,f,c,k,p,o,e,v
7227,x,s,n,f,w,s,p,t,p,s
7228,k,y,s,f,c,k,p,o,e,v
7229,f,s,n,a,c,s,p,o,p,v
7230,k,s,n,f,w,k,p,t,p,n
7231,f,y,m,f,c,y,p,n,n,c
7232,b,s,n,f,w,k,p,t,p,s
7233,f,y,y,f,c,k,p,o,e,v
7234,b,s,n,a,c,s,p,o,p,c
7235,b,s,n,f,w,s,p,t,p,n
7236,k,s,n,a,c,s,p,o,p,c
7237,b,s,n,f,w,k,p,t,p,n
7238,k,s,f,f,c,s,p,o,e,v
7239,k,y,y,f,c,k,p,o,e,v
7240,f,s,n,a,c,s,p,o,p,c
7241,k,s,y,f,c,k,p,o,e,v
7242,f,s,y,f,c,k,p,o,e,v
7243,k,s,y,f,c,k,p,o,e,v
7244,k,s,s,f,c,k,p,o,e,v
7245,b,s,n,a,c,s,p,o,p,v
7246,k,f,n,f,w,k,p,t,p,s
7247,b,s,n,a,c,s,p,o,p,c
7248,k,s,s,f,c,s,p,o,e,v
7249,k,y,s,f,c,k,p,o,e,v
7250,k,y,y,f,c,s,p,o,e,v
7251,k,s,y,f,c,s,p,o,e,v
7252,f,s,n,a,c,s,p,o,p,c
7253,k,s,y,f,c,s,p,o,e,v
7254,x,s,n,a,c,s,p,o,p,v
7255,k,s,y,f,c,k,p,o,e,v
7256,k,s,n,f,w,s,p,t,p,s
7257,k,y,f,f,c,s,p,o,e,v
7258,k,y,f,f,c,k,p,o,e,v
7259,k,f,n,f,w,s,p,t,p,s
7260,f,s,y,f,c,s,p,o,e,v
7261,x,s,n,f,w,s,p,t,p,n
7262,k,y,f,f,c,k,p,o,e,v
7263,f,s,f,f,c,k,p,o,e,v
7264,x,f,n,f,w,k,p,t,p,n
7265,k,y,s,f,c,s,p,o,e,v
7266,f,y,m,a,c,y,p,n,n,c
7267,b,f,n,f,w,s,p,t,p,n
7268,k,y,y,f,c,k,p,o,e,v
7269,x,y,s,f,c,s,p,o,e,v
7270,k,s,y,f,c,k,p,o,e,v
7271,k,f,n,f,w,k,p,t,p,n
7272,k,f,n,f,w,s,p,t,p,s
7273,k,y,s,f,c,k,p,o,e,v
7274,k,s,n,f,w,s,p,t,p,n
7275,k,s,f,f,c,k,p,o,e,v
7276,k,y,y,f,c,s,p,o,e,v
7277,k,s,n,f,w,s,p,t,p,s
7278,k,y,y,f,c,k,p,o,e,v
7279,b,s,n,f,w,s,p,t,p,s
7280,k,s,y,f,c,k,p,o,e,v
7281,x,s,n,f,w,k,p,t,p,n
7282,b,s,n,a,c,s,p,o,p,v
7283,k,s,s,f,c,s,p,o,e,v
7284,k,y,f,f,c,k,p,o,e,v
7285,x,f,n,f,w,s,p,t,p,n
7286,x,y,m,a,c,y,p,n,n,c
7287,k,s,y,f,c,k,p,o,e,v
7288,k,s,f,f,c,k,p,o,e,v
7289,k,y,y,f,c,s,p,o,e,v
7290,k,s,f,f,c,k,p,o,e,v
7291,k,s,n,a,c,s,p,o,p,c
7292,k,y,f,f,c,s,p,o,e,v
7293,f,y,n,f,c,y,p,t,p,y
7294,k,s,n,f,w,s,p,t,p,n
7295,f,y,y,f,c,k,p,o,e,v
7296,k,y,n,f,w,y,p,o,e,c
7297,k,y,y,f,c,s,p,o,e,v
7298,k,s,s,f,c,k,p,o,e,v
7299,k,y,s,f,c,k,p,o,e,v
7300,b,s,n,a,c,s,p,o,p,c
7301,x,s,n,f,c,s,p,t,p,y
7302,k,s,n,f,w,s,p,t,p,n
7303,f,y,s,f,c,k,p,o,e,v
7304,k,s,s,f,c,k,p,o,e,v
7305,k,y,s,f,c,s,p,o,e,v
7306,b,f,n,f,w,k,p,t,p,n
7307,f,s,n,a,c,s,p,o,p,c
7308,k,s,y,f,c,k,p,o,e,v
7309,k,s,f,f,c,s,p,o,e,v
7310,x,f,n,f,w,s,p,t,p,s
7311,k,y,y,f,c,k,p,o,e,v
7312,x,f,n,f,w,s,p,t,p,s
7313,k,y,y,f,c,s,p,o,e,v
7314,k,y,s,f,c,k,p,o,e,v
7315,x,s,n,f,w,s,p,t,p,n
7316,x,s,n,f,w,k,p,t,p,n
7317,k,y,f,f,c,k,p,o,e,v
7318,k,s,f,f,c,s,p,o,e,v
7319,k,s,s,f,c,s,p,o,e,v
7320,b,f,n,f,w,k,p,t,p,n
7321,f,s,f,f,c,k,p,o,e,v
7322,k,s,y,f,c,k,p,o,e,v
7323,k,s,f,f,c,s,p,o,e,v
7324,x,y,m,f,c,y,p,n,n,c
7325,k,y,f,f,c,s,p,o,e,v
7326,f,s,n,a,c,s,p,o,p,c
7327,x,y,f,f,c,s,p,o,e,v
7328,f,s,n,a,c,s,p,o,p,v
7329,b,s,n,f,w,s,p,t,p,n
7330,b,s,n,f,w,s,p,t,p,n
7331,k,y,s,f,c,k,p,o,e,v
7332,k,s,y,f,c,k,p,o,e,v
7333,k,s,f,f,c,s,p,o,e,v
7334,k,s,y,f,c,k,p,o,e,v
7335,b,f,n,f,w,s,p,t,p,s
7336,k,s,n,f,w,s,p,t,p,n
7337,f,y,m,f,c,y,p,n,n,c
7338,k,y,f,f,c,s,p,o,e,v
7339,k,y,f,f,c,k,p,o,e,v
7340,f,s,y,f,c,s,p,o,e,v
7341,x,s,s,f,c,k,p,o,e,v
7342,k,y,s,f,c,k,p,o,e,v
7343,k,y,m,f,c,y,p,n,n,c
7344,k,y,s,f,c,k,p,o,e,v
7345,k,s,n,f,w,s,p,t,p,n
7346,f,y,y,f,c,k,p,o,e,v
7347,b,f,n,f,w,s,p,t,p,s
7348,f,s,f,f,c,k,p,o,e,v
7349,k,s,y,f,c,k,p,o,e,v
7350,k,s,n,f,w,s,p,t,p,s
7351,x,s,n,f,w,s,p,t,p,s
7352,k,s,y,f,c,s,p,o,e,v
7353,k,s,n,a,c,s,p,o,p,c
7354,f,y,n,f,c,s,p,t,p,y
7355,b,s,n,f,w,k,p,t,p,n
7356,f,y,s,f,c,k,p,o,e,v
7357,f,s,f,f,c,k,p,o,e,v
7358,k,s,f,f,c,s,p,o,e,v
7359,k,f,n,f,w,s,p,t,p,n
7360,x,f,n,f,w,k,p,t,p,s
7361,x,s,n,f,c,s,p,t,p,y
7362,k,f,n,f,w,s,p,t,p,s
7363,k,s,y,f,c,s,p,o,e,v
7364,k,y,y,f,c,s,p,o,e,v
7365,k,s,y,f,c,s,p,o,e,v
7366,x,y,f,f,c,k,p,o,e,v
7367,k,s,n,a,c,s,p,o,p,c
7368,f,y,n,f,w,y,p,o,e,c
7369,x,y,m,a,c,y,p,n,n,c
7370,x,s,y,f,c,s,p,o,e,v
7371,x,y,n,f,c,s,p,t,p,v
7372,k,y,s,f,c,k,p,o,e,v
7373,k,s,n,f,w,k,p,t,p,n
7374,b,s,n,f,w,k,p,t,p,s
7375,k,s,f,f,c,s,p,o,e,v
7376,x,s,n,a,c,s,p,o,p,v
7377,b,s,n,a,c,s,p,o,p,v
7378,f,s,n,f,c,s,p,t,p,y
7379,k,s,n,f,w,s,p,t,p,s
7380,f,s,y,f,c,s,p,o,e,v
7381,k,s,f,f,c,s,p,o,e,v
7382,f,y,s,f,c,s,p,o,e,v
7383,k,y,y,f,c,s,p,o,e,v
7384,k,s,f,f,c,s,p,o,e,v
7385,k,s,y,f,c,s,p,o,e,v
7386,b,s,n,f,w,s,p,t,p,n
7387,k,y,m,f,c,y,p,n,n,c
7388,k,y,y,f,c,s,p,o,e,v
7389,k,s,n,a,c,s,p,o,p,v
7390,k,s,f,f,c,k,p,o,e,v
7391,b,s,n,f,w,k,p,t,p,s
7392,x,s,n,f,w,k,p,t,p,s
7393,k,s,s,f,c,k,p,o,e,v
7394,k,y,y,f,c,s,p,o,e,v
7395,k,s,f,f,c,k,p,o,e,v
7396,k,y,f,f,c,s,p,o,e,v
7397,k,s,s,f,c,k,p,o,e,v
7398,k,y,y,f,c,k,p,o,e,v
7399,b,s,n,f,w,k,p,t,p,s
7400,k,y,y,f,c,k,p,o,e,v
7401,b,f,n,f,w,k,p,t,p,s
7402,c,y,n,f,w,y,p,o,e,c
7403,x,s,s,f,c,k,p,o,e,v
7404,k,y,y,f,c,k,p,o,e,v
7405,x,s,n,f,w,s,p,t,p,s
7406,b,s,n,a,c,s,p,o,p,v
7407,k,y,y,f,c,k,p,o,e,v
7408,b,s,n,a,c,s,p,o,p,c
7409,k,y,y,f,c,s,p,o,e,v
7410,k,y,f,f,c,k,p,o,e,v
7411,k,s,y,f,c,s,p,o,e,v
7412,b,s,n,f,w,s,p,t,p,s
7413,k,s,n,a,c,s,p,o,p,c
7414,b,s,n,a,c,s,p,o,p,v
7415,x,s,f,f,c,k,p,o,e,v
7416,x,s,n,f,c,s,p,t,p,v
7417,x,f,n,f,w,s,p,t,p,s
7418,k,s,s,f,c,s,p,o,e,v
7419,k,f,n,f,w,s,p,t,p,n
7420,k,s,f,f,c,s,p,o,e,v
7421,k,y,y,f,c,s,p,o,e,v
7422,k,y,s,f,c,s,p,o,e,v
7423,f,s,n,f,c,s,p,t,p,y
7424,k,y,f,f,c,s,p,o,e,v
7425,k,y,f,f,c,s,p,o,e,v
7426,f,s,n,a,c,s,p,o,p,c
7427,k,y,f,f,c,k,p,o,e,v
7428,k,y,y,f,c,k,p,o,e,v
7429,k,y,y,f,c,k,p,o,e,v
7430,f,y,s,f,c,k,p,o,e,v
7431,k,s,f,f,c,k,p,o,e,v
7432,k,y,s,f,c,k,p,o,e,v
7433,x,s,n,a,c,s,p,o,p,c
7434,f,s,s,f,c,s,p,o,e,v
7435,k,s,n,f,w,s,p,t,p,s
7436,k,s,s,f,c,s,p,o,e,v
7437,k,s,y,f,c,k,p,o,e,v
7438,f,s,n,a,c,s,p,o,p,v
7439,k,s,s,f,c,k,p,o,e,v
7440,x,f,n,f,w,k,p,t,p,s
7441,k,s,n,a,c,s,p,o,p,v
7442,f,s,s,f,c,s,p,o,e,v
7443,k,s,s,f,c,s,p,o,e,v
7444,f,y,n,f,c,s,p,t,p,y
7445,x,f,n,f,w,k,p,t,p,n
7446,k,s,n,f,w,s,p,t,p,n
7447,b,s,n,a,c,s,p,o,p,c
7448,k,y,s,f,c,k,p,o,e,v
7449,k,y,y,f,c,s,p,o,e,v
7450,k,y,n,f,c,y,p,t,p,y
7451,x,f,n,f,w,k,p,t,p,s
7452,k,s,f,f,c,k,p,o,e,v
7453,k,y,f,f,c,k,p,o,e,v
7454,k,y,f,f,c,k,p,o,e,v
7455,f,y,f,f,c,k,p,o,e,v
7456,f,s,n,a,c,s,p,o,p,v
7457,f,y,f,f,c,s,p,o,e,v
7458,k,s,s,f,c,k,p,o,e,v
7459,k,s,f,f,c,k,p,o,e,v
7460,b,s,n,a,c,s,p,o,p,c
7461,x,f,n,f,w,s,p,t,p,n
7462,k,s,s,f,c,k,p,o,e,v
7463,k,y,f,f,c,s,p,o,e,v
7464,x,s,n,f,w,s,p,t,p,s
7465,k,y,s,f,c,k,p,o,e,v
7466,k,s,s,f,c,s,p,o,e,v
7467,k,y,y,f,c,k,p,o,e,v
7468,b,s,n,a,c,s,p,o,p,c
7469,b,s,n,f,w,k,p,t,p,s
7470,x,y,m,a,c,y,p,n,n,c
7471,k,s,f,f,c,s,p,o,e,v
7472,k,y,f,f,c,s,p,o,e,v
7473,k,y,y,f,c,k,p,o,e,v
7474,k,s,f,f,c,k,p,o,e,v
7475,k,y,s,f,c,s,p,o,e,v
7476,k,s,s,f,c,s,p,o,e,v
7477,x,s,y,f,c,s,p,o,e,v
7478,k,s,s,f,c,s,p,o,e,v
7479,k,s,y,f,c,s,p,o,e,v
7480,b,f,n,f,w,k,p,t,p,s
7481,k,y,m,a,c,y,p,n,n,c
7482,f,s,n,f,c,s,p,t,p,v
7483,k,s,y,f,c,k,p,o,e,v
7484,f,y,n,f,w,y,p,o,e,c
7485,k,s,s,f,c,s,p,o,e,v
