id,gill-attachment,gill-color,stalk-surface-above-ring,veil-type,ring-type,classes
6576,f,b,s,p,e,p
6577,f,b,s,p,e,p
6578,f,b,s,p,e,p
6579,f,b,s,p,e,p
6580,f,b,s,p,e,p
6581,f,b,k,p,e,p
6582,f,b,s,p,e,p
6583,f,b,k,p,e,p
6584,f,b,s,p,e,p
6585,f,b,k,p,e,p
6586,f,b,s,p,e,p
6587,f,b,k,p,e,p
6588,f,b,s,p,e,p
6589,f,b,s,p,e,p
6590,f,b,s,p,e,p
6591,f,b,s,p,e,p
6592,f,b,k,p,e,p
6593,f,b,k,p,e,p
6594,f,b,k,p,e,p
6595,f,b,k,p,e,p
6596,f,b,k,p,e,p
6597,f,b,k,p,e,p
6598,f,b,s,p,e,p
6599,f,b,s,p,e,p
6600,f,p,s,p,p,e
6601,f,b,k,p,e,p
6602,f,b,k,p,e,p
6603,f,b,s,p,e,p
6604,f,b,s,p,e,p
6605,f,b,k,p,e,p
6606,f,b,s,p,e,p
6607,f,b,k,p,e,p
6608,f,b,s,p,e,p
6609,f,b,k,p,e,p
6610,f,b,k,p,e,p
6611,f,b,k,p,e,p
6612,f,b,s,p,e,p
6613,f,b,s,p,e,p
6614,f,b,s,p,e,p
6615,f,b,s,p,e,p
6616,f,b,k,p,e,p
6617,f,b,k,p,e,p
6618,f,b,k,p,e,p
6619,f,b,k,p,e,p
6620,f,b,s,p,e,p
6621,f,b,s,p,e,p
6622,f,b,k,p,e,p
6623,f,b,k,p,e,p
6624,f,b,k,p,e,p
6625,f,b,k,p,e,p
6626,f,b,s,p,e,p
6627,f,b,s,p,e,p
6628,f,b,s,p,e,p
6629,f,b,s,p,e,p
6630,f,b,s,p,e,p
6631,f,b,k,p,e,p
6632,f,b,s,p,e,p
6633,f,b,k,p,e,p
6634,f,b,k,p,e,p
6635,f,b,k,p,e,p
6636,f,b,k,p,e,p
6637,f,b,s,p,e,p
6638,f,b,k,p,e,p
6639,f,b,s,p,e,p
6640,f,b,s,p,e,p
6641,f,b,k,p,e,p
6642,f,b,k,p,e,p
6643,f,b,k,p,e,p
6644,f,b,k,p,e,p
6645,f,b,s,p,e,p
6646,f,b,s,p,e,p
6647,f,b,k,p,e,p
6648,f,b,s,p,e,p
6649,f,b,s,p,e,p
6650,f,b,k,p,e,p
6651,f,b,s,p,e,p
6652,f,b,k,p,e,p
6653,f,b,k,p,e,p
6654,f,b,k,p,e,p
6655,f,b,s,p,e,p
6656,f,b,s,p,e,p
6657,f,b,s,p,e,p
6658,f,b,k,p,e,p
6659,f,b,k,p,e,p
6660,f,b,s,p,e,p
6661,f,p,s,p,p,e
6662,f,b,k,p,e,p
6663,f,b,k,p,e,p
6664,a,o,s,p,p,e
6665,f,b,s,p,e,p
6666,f,b,k,p,e,p
6667,f,b,s,p,e,p
6668,f,b,k,p,e,p
6669,a,w,k,p,n,p
6670,f,b,s,p,e,p
6671,f,b,k,p,e,p
6672,f,b,k,p,e,p
6673,f,b,s,p,e,p
6674,f,b,k,p,e,p
6675,f,b,s,p,e,p
6676,f,b,s,p,e,p
6677,f,b,k,p,e,p
6678,f,b,k,p,e,p
6679,f,b,s,p,e,p
6680,f,b,s,p,e,p
6681,f,b,s,p,e,p
6682,f,b,k,p,e,p
6683,f,b,k,p,e,p
6684,f,b,k,p,e,p
6685,f,b,k,p,e,p
6686,f,b,k,p,e,p
6687,f,b,k,p,e,p
6688,f,b,s,p,e,p
6689,f,b,s,p,e,p
6690,f,b,s,p,e,p
6691,f,b,k,p,e,p
6692,f,b,s,p,e,p
6693,f,b,s,p,e,p
6694,f,b,k,p,e,p
6695,f,b,s,p,e,p
6696,f,b,s,p,e,p
6697,f,b,s,p,e,p
6698,f,b,k,p,e,p
6699,f,b,s,p,e,p
6700,f,b,s,p,e,p
6701,f,b,k,p,e,p
6702,f,b,k,p,e,p
6703,f,b,s,p,e,p
6704,f,b,k,p,e,p
6705,f,b,s,p,e,p
6706,f,b,s,p,e,p
6707,f,b,s,p,e,p
6708,f,b,k,p,e,p
6709,f,b,k,p,e,p
6710,f,b,s,p,e,p
6711,f,b,k,p,e,p
6712,f,b,s,p,e,p
6713,f,b,s,p,e,p
6714,f,b,s,p,e,p
6715,f,b,s,p,e,p
6716,f,b,k,p,e,p
6717,f,b,s,p,e,p
6718,f,b,k,p,e,p
6719,f,b,s,p,e,p
6720,f,b,s,p,e,p
6721,f,b,s,p,e,p
6722,f,b,s,p,e,p
6723,f,b,k,p,e,p
6724,f,b,k,p,e,p
6725,f,b,s,p,e,p
6726,f,b,s,p,e,p
6727,f,b,s,p,e,p
6728,f,b,k,p,e,p
6729,f,b,k,p,e,p
6730,f,b,s,p,e,p
6731,f,b,k,p,e,p
6732,f,b,k,p,e,p
6733,f,b,k,p,e,p
6734,f,b,s,p,e,p
6735,f,b,k,p,e,p
6736,f,b,k,p,e,p
6737,f,b,k,p,e,p
6738,f,b,k,p,e,p
6739,f,b,k,p,e,p
6740,f,b,s,p,e,p
6741,f,b,s,p,e,p
6742,f,b,s,p,e,p
6743,f,b,k,p,e,p
6744,f,b,k,p,e,p
6745,f,g,k,p,p,e
6746,f,b,s,p,e,p
6747,f,b,s,p,e,p
6748,f,b,s,p,e,p
6749,f,b,s,p,e,p
6750,f,b,k,p,e,p
6751,f,b,k,p,e,p
6752,f,b,k,p,e,p
6753,f,w,s,p,p,e
6754,f,b,k,p,e,p
6755,f,b,s,p,e,p
6756,f,b,s,p,e,p
6757,f,b,s,p,e,p
6758,f,b,s,p,e,p
6759,f,b,k,p,e,p
6760,f,b,s,p,e,p
6761,f,b,s,p,e,p
6762,f,b,s,p,e,p
6763,f,p,k,p,p,e
6764,a,y,s,p,p,e
6765,f,b,s,p,e,p
6766,f,b,s,p,e,p
6767,f,b,s,p,e,p
6768,f,b,k,p,e,p
6769,f,b,s,p,e,p
6770,f,b,s,p,e,p
6771,f,b,s,p,e,p
6772,f,b,k,p,e,p
6773,f,b,k,p,e,p
6774,f,b,s,p,e,p
6775,f,g,s,p,p,e
6776,f,b,s,p,e,p
6777,f,b,k,p,e,p
6778,f,b,k,p,e,p
6779,f,b,k,p,e,p
6780,f,b,k,p,e,p
6781,f,b,k,p,e,p
6782,f,b,k,p,e,p
6783,f,b,s,p,e,p
6784,f,b,s,p,e,p
6785,f,b,s,p,e,p
6786,f,b,s,p,e,p
6787,f,b,s,p,e,p
6788,f,b,s,p,e,p
6789,f,b,s,p,e,p
6790,f,b,k,p,e,p
6791,f,b,s,p,e,p
6792,f,b,s,p,e,p
6793,f,b,s,p,e,p
6794,f,b,s,p,e,p
6795,f,b,k,p,e,p
6796,f,b,k,p,e,p
6797,f,b,k,p,e,p
6798,f,b,s,p,e,p
6799,f,b,k,p,e,p
6800,f,b,k,p,e,p
6801,f,b,s,p,e,p
6802,f,b,k,p,e,p
6803,f,b,s,p,e,p
6804,f,b,s,p,e,p
6805,f,b,k,p,e,p
6806,f,b,s,p,e,p
6807,f,b,k,p,e,p
6808,f,b,s,p,e,p
6809,f,b,s,p,e,p
6810,f,b,s,p,e,p
6811,f,b,k,p,e,p
6812,f,b,k,p,e,p
6813,f,b,s,p,e,p
6814,f,b,k,p,e,p
6815,f,b,s,p,e,p
6816,f,b,k,p,e,p
6817,f,b,k,p,e,p
6818,f,b,k,p,e,p
6819,f,b,k,p,e,p
6820,f,b,k,p,e,p
6821,f,b,s,p,e,p
6822,f,b,k,p,e,p
6823,f,b,s,p,e,p
6824,f,b,s,p,e,p
6825,f,b,k,p,e,p
6826,f,b,k,p,e,p
6827,f,b,s,p,e,p
6828,f,w,k,p,p,e
6829,f,b,k,p,e,p
6830,f,b,k,p,e,p
6831,f,b,s,p,e,p
6832,f,b,s,p,e,p
6833,f,b,k,p,e,p
6834,f,b,s,p,e,p
6835,f,b,k,p,e,p
6836,f,b,k,p,e,p
6837,f,b,k,p,e,p
6838,f,b,s,p,e,p
6839,f,b,k,p,e,p
6840,f,b,k,p,e,p
6841,f,b,s,p,e,p
6842,f,b,s,p,e,p
6843,f,b,k,p,e,p
6844,f,b,s,p,e,p
6845,f,b,s,p,e,p
6846,f,b,k,p,e,p
6847,f,b,k,p,e,p
6848,f,b,s,p,e,p
6849,f,b,k,p,e,p
6850,a,n,s,p,p,e
6851,f,b,s,p,e,p
6852,f,b,k,p,e,p
6853,f,b,k,p,e,p
6854,f,b,k,p,e,p
6855,f,b,k,p,e,p
6856,f,w,k,p,n,p
6857,f,b,k,p,e,p
6858,f,b,k,p,e,p
6859,f,b,k,p,e,p
6860,f,b,s,p,e,p
6861,f,g,k,p,p,e
6862,f,b,k,p,e,p
6863,f,b,s,p,e,p
6864,f,b,s,p,e,p
6865,f,b,k,p,e,p
6866,f,b,s,p,e,p
6867,f,b,k,p,e,p
6868,f,b,k,p,e,p
6869,f,b,k,p,e,p
6870,f,b,s,p,e,p
6871,f,b,s,p,e,p
6872,f,b,s,p,e,p
6873,f,b,k,p,e,p
6874,f,b,k,p,e,p
6875,f,b,s,p,e,p
6876,f,b,k,p,e,p
6877,f,b,k,p,e,p
6878,f,b,k,p,e,p
6879,f,b,k,p,e,p
6880,f,b,k,p,e,p
6881,f,b,k,p,e,p
6882,f,b,k,p,e,p
6883,f,b,s,p,e,p
6884,f,b,k,p,e,p
6885,f,w,k,p,p,e
6886,f,b,s,p,e,p
6887,f,b,s,p,e,p
6888,f,b,s,p,e,p
6889,f,b,s,p,e,p
6890,f,b,k,p,e,p
6891,f,b,k,p,e,p
6892,f,b,s,p,e,p
6893,f,b,k,p,e,p
6894,f,b,s,p,e,p
6895,f,b,s,p,e,p
6896,f,b,s,p,e,p
6897,f,b,s,p,e,p
6898,f,b,k,p,e,p
6899,f,b,k,p,e,p
6900,f,b,k,p,e,p
6901,a,n,s,p,p,e
6902,f,b,k,p,e,p
6903,f,b,s,p,e,p
6904,f,b,k,p,e,p
6905,f,w,s,p,p,e
6906,a,n,s,p,p,e
6907,f,w,s,p,p,e
6908,f,g,s,p,p,e
6909,f,b,s,p,e,p
6910,f,b,s,p,e,p
6911,a,o,s,p,p,e
6912,f,b,k,p,e,p
6913,f,y,y,p,e,p
6914,f,b,k,p,e,p
6915,f,g,k,p,p,e
6916,f,b,s,p,e,p
6917,f,b,s,p,e,p
6918,f,b,k,p,e,p
6919,f,b,k,p,e,p
6920,f,b,k,p,e,p
6921,f,w,s,p,p,e
6922,f,b,s,p,e,p
6923,f,b,k,p,e,p
6924,f,b,k,p,e,p
6925,f,p,k,p,p,e
6926,f,b,k,p,e,p
6927,f,b,s,p,e,p
6928,a,o,s,p,p,e
6929,f,w,s,p,p,e
6930,f,b,k,p,e,p
6931,f,b,k,p,e,p
6932,f,b,s,p,e,p
6933,f,w,s,p,p,e
6934,f,b,k,p,e,p
6935,f,b,k,p,e,p
6936,f,b,k,p,e,p
6937,f,b,s,p,e,p
6938,f,p,s,p,p,e
6939,f,p,s,p,p,e
6940,f,b,k,p,e,p
6941,f,b,s,p,e,p
6942,f,w,s,p,p,e
6943,f,b,s,p,e,p
6944,f,b,s,p,e,p
6945,f,b,s,p,e,p
6946,a,w,k,p,n,p
6947,f,b,s,p,e,p
6948,f,b,s,p,e,p
6949,f,b,s,p,e,p
6950,f,b,k,p,e,p
6951,f,b,s,p,e,p
6952,f,b,s,p,e,p
6953,f,w,s,p,p,e
6954,f,b,k,p,e,p
6955,f,b,s,p,e,p
6956,f,b,s,p,e,p
6957,f,b,k,p,e,p
6958,f,b,s,p,e,p
6959,f,g,s,p,p,e
6960,f,b,s,p,e,p
6961,f,b,k,p,e,p
6962,f,b,k,p,e,p
6963,f,b,s,p,e,p
6964,f,b,k,p,e,p
6965,f,b,s,p,e,p
6966,f,b,k,p,e,p
6967,f,b,s,p,e,p
6968,f,w,y,p,p,e
6969,f,b,s,p,e,p
6970,f,b,k,p,e,p
6971,f,w,y,p,p,e
6972,f,b,k,p,e,p
6973,f,b,s,p,e,p
6974,f,b,k,p,e,p
6975,f,b,s,p,e,p
6976,f,w,s,p,p,e
6977,f,b,k,p,e,p
6978,f,b,s,p,e,p
6979,f,b,k,p,e,p
6980,f,b,k,p,e,p
6981,f,b,k,p,e,p
6982,f,b,k,p,e,p
6983,f,b,k,p,e,p
6984,f,b,k,p,e,p
6985,f,w,y,p,p,e
6986,f,b,k,p,e,p
6987,f,b,s,p,e,p
6988,f,b,k,p,e,p
6989,f,b,s,p,e,p
6990,a,n,s,p,p,e
6991,f,p,k,p,p,e
6992,f,y,k,p,n,p
6993,f,b,k,p,e,p
6994,f,b,k,p,e,p
6995,a,y,s,p,p,e
6996,f,b,k,p,e,p
6997,f,b,s,p,e,p
6998,f,p,k,p,p,e
6999,f,w,s,p,p,e
7000,a,y,s,p,p,e
7001,f,b,s,p,e,p
7002,f,b,k,p,e,p
7003,f,b,k,p,e,p
7004,f,w,k,p,p,e
7005,f,g,k,p,p,e
7006,f,p,k,p,p,e
7007,f,b,k,p,e,p
7008,f,b,s,p,e,p
7009,f,w,s,p,p,e
7010,f,g,s,p,p,e
7011,f,b,s,p,e,p
7012,f,g,s,p,p,e
7013,f,b,s,p,e,p
7014,f,b,s,p,e,p
7015,f,b,s,p,e,p
7016,f,p,s,p,p,e
7017,f,w,s,p,p,e
7018,f,b,s,p,e,p
7019,f,b,s,p,e,p
7020,f,g,k,p,p,e
7021,f,g,k,p,p,e
7022,f,b,k,p,e,p
7023,f,w,s,p,p,e
7024,f,b,k,p,e,p
7025,f,b,s,p,e,p
7026,a,y,s,p,p,e
7027,a,n,s,p,p,e
7028,f,b,k,p,e,p
7029,f,b,k,p,e,p
7030,f,b,k,p,e,p
7031,f,b,k,p,e,p
7032,f,b,s,p,e,p
7033,f,g,k,p,p,e
7034,a,o,s,p,p,e
7035,f,w,k,p,n,p
7036,f,g,s,p,p,e
7037,a,n,s,p,p,e
7038,a,y,s,p,p,e
7039,f,b,k,p,e,p
7040,f,p,s,p,p,e
7041,f,g,k,p,p,e
7042,a,o,s,p,p,e
7043,f,b,k,p,e,p
7044,f,b,k,p,e,p
7045,f,b,k,p,e,p
7046,f,b,k,p,e,p
7047,f,p,s,p,p,e
7048,f,b,k,p,e,p
7049,f,b,k,p,e,p
7050,f,b,k,p,e,p
7051,f,w,k,p,p,e
7052,a,y,s,p,p,e
7053,f,b,k,p,e,p
7054,f,b,k,p,e,p
7055,a,o,s,p,p,e
7056,f,b,k,p,e,p
7057,f,b,k,p,e,p
7058,f,b,s,p,e,p
7059,f,b,s,p,e,p
7060,f,b,s,p,e,p
7061,f,b,s,p,e,p
7062,f,b,s,p,e,p
7063,f,b,s,p,e,p
7064,f,w,s,p,p,e
7065,f,b,s,p,e,p
7066,a,w,k,p,n,p
7067,f,b,s,p,e,p
7068,f,g,k,p,p,e
7069,f,b,k,p,e,p
7070,f,b,k,p,e,p
7071,f,b,s,p,e,p
7072,f,b,s,p,e,p
7073,f,b,k,p,e,p
7074,f,w,s,p,p,e
7075,f,b,s,p,e,p
7076,f,b,s,p,e,p
7077,f,b,k,p,e,p
7078,f,b,k,p,e,p
7079,f,b,s,p,e,p
7080,a,y,s,p,p,e
7081,f,b,s,p,e,p
7082,f,b,s,p,e,p
7083,f,b,s,p,e,p
7084,f,b,k,p,e,p
7085,f,b,k,p,e,p
7086,f,b,s,p,e,p
7087,f,w,k,p,p,e
7088,f,b,k,p,e,p
7089,f,b,s,p,e,p
7090,f,g,s,p,p,e
7091,a,n,s,p,p,e
7092,f,w,k,p,n,p
7093,f,b,s,p,e,p
7094,f,b,k,p,e,p
7095,f,b,k,p,e,p
7096,f,b,s,p,e,p
7097,f,b,s,p,e,p
7098,f,b,s,p,e,p
7099,f,g,k,p,p,e
7100,f,b,k,p,e,p
7101,a,y,k,p,n,p
7102,f,b,k,p,e,p
7103,f,b,k,p,e,p
7104,f,p,s,p,p,e
7105,f,b,k,p,e,p
7106,f,b,s,p,e,p
7107,f,b,k,p,e,p
7108,f,b,k,p,e,p
7109,f,b,s,p,e,p
7110,f,b,k,p,e,p
7111,f,w,s,p,p,e
7112,a,w,k,p,n,p
7113,f,b,k,p,e,p
7114,f,b,s,p,e,p
7115,f,b,k,p,e,p
7116,f,b,k,p,e,p
7117,f,w,s,p,p,e
7118,f,b,k,p,e,p
7119,f,b,k,p,e,p
7120,f,w,k,p,p,e
7121,f,b,k,p,e,p
7122,f,b,s,p,e,p
7123,f,b,s,p,e,p
7124,f,w,s,p,p,e
7125,f,b,s,p,e,p
7126,f,b,k,p,e,p
7127,f,b,k,p,e,p
7128,f,b,s,p,e,p
7129,a,n,s,p,p,e
7130,f,b,k,p,e,p
7131,f,b,s,p,e,p
7132,f,b,s,p,e,p
7133,f,b,s,p,e,p
7134,a,o,s,p,p,e
7135,f,p,k,p,p,e
7136,a,n,s,p,p,e
7137,f,p,k,p,p,e
7138,f,b,s,p,e,p
7139,f,b,s,p,e,p
7140,f,b,k,p,e,p
7141,f,b,k,p,e,p
7142,f,p,k,p,p,e
7143,f,b,s,p,e,p
7144,f,p,s,p,p,e
7145,f,b,k,p,e,p
7146,f,b,s,p,e,p
7147,f,w,k,p,n,p
7148,f,b,s,p,e,p
7149,f,b,s,p,e,p
7150,f,b,k,p,e,p
7151,f,b,k,p,e,p
7152,f,b,k,p,e,p
7153,f,b,k,p,e,p
7154,f,w,k,p,p,e
7155,f,b,s,p,e,p
7156,f,b,k,p,e,p
7157,f,b,k,p,e,p
7158,f,b,k,p,e,p
7159,f,g,s,p,p,e
7160,f,b,s,p,e,p
7161,f,b,s,p,e,p
7162,f,b,s,p,e,p
7163,f,w,s,p,p,e
7164,f,b,k,p,e,p
7165,f,b,s,p,e,p
7166,f,b,s,p,e,p
7167,f,y,k,p,n,p
7168,f,g,k,p,p,e
7169,f,b,k,p,e,p
7170,f,b,s,p,e,p
7171,f,p,s,p,p,e
7172,f,b,k,p,e,p
7173,f,b,k,p,e,p
7174,a,y,s,p,p,e
7175,f,b,s,p,e,p
7176,f,b,k,p,e,p
7177,a,n,s,p,p,e
7178,f,b,k,p,e,p
7179,f,b,k,p,e,p
7180,f,b,k,p,e,p
7181,f,b,s,p,e,p
7182,f,w,s,p,p,e
7183,a,n,s,p,p,e
7184,f,g,k,p,p,e
7185,f,b,s,p,e,p
7186,f,w,s,p,p,e
7187,f,b,k,p,e,p
7188,f,b,s,p,e,p
7189,a,o,s,p,p,e
7190,f,b,k,p,e,p
7191,f,b,k,p,e,p
7192,f,b,k,p,e,p
7193,f,b,s,p,e,p
7194,f,b,k,p,e,p
7195,f,b,k,p,e,p
7196,f,w,y,p,p,e
7197,f,b,s,p,e,p
7198,f,b,k,p,e,p
7199,f,b,s,p,e,p
7200,f,b,k,p,e,p
7201,f,w,s,p,p,e
7202,f,b,s,p,e,p
7203,f,p,k,p,p,e
7204,f,b,k,p,e,p
7205,f,p,k,p,p,e
7206,a,y,s,p,p,e
7207,f,b,k,p,e,p
7208,f,b,s,p,e,p
7209,f,g,k,p,p,e
7210,f,b,s,p,e,p
7211,f,b,s,p,e,p
7212,f,g,k,p,p,e
7213,f,b,k,p,e,p
7214,f,b,k,p,e,p
7215,f,b,k,p,e,p
7216,f,b,k,p,e,p
7217,f,b,s,p,e,p
7218,f,g,k,p,p,e
7219,f,b,k,p,e,p
7220,f,b,s,p,e,p
7221,f,w,s,p,p,e
7222,a,y,s,p,p,e
7223,f,g,k,p,p,e
7224,f,b,k,p,e,p
7225,f,b,s,p,e,p
7226,f,b,s,p,e,p
7227,f,p,k,p,p,e
7228,f,b,k,p,e,p
7229,a,n,s,p,p,e
7230,f,w,k,p,p,e
7231,f,y,k,p,n,p
7232,f,g,k,p,p,e
7233,f,b,s,p,e,p
7234,a,o,s,p,p,e
7235,f,w,k,p,p,e
7236,a,n,s,p,p,e
7237,f,p,k,p,p,e
7238,f,b,k,p,e,p
7239,f,b,s,p,e,p
7240,a,n,s,p,p,e
7241,f,b,k,p,e,p
7242,f,b,s,p,e,p
7243,f,b,s,p,e,p
7244,f,b,s,p,e,p
7245,a,y,s,p,p,e
7246,f,w,k,p,p,e
7247,a,o,s,p,p,e
7248,f,b,k,p,e,p
7249,f,b,s,p,e,p
7250,f,b,k,p,e,p
7251,f,b,s,p,e,p
7252,a,n,s,p,p,e
7253,f,b,s,p,e,p
7254,a,o,s,p,p,e
7255,f,b,k,p,e,p
7256,f,p,s,p,p,e
7257,f,b,s,p,e,p
7258,f,b,k,p,e,p
7259,f,g,s,p,p,e
7260,f,b,k,p,e,p
7261,f,w,s,p,p,e
7262,f,b,s,p,e,p
7263,f,b,s,p,e,p
7264,f,p,k,p,p,e
7265,f,b,k,p,e,p
7266,a,w,k,p,n,p
7267,f,w,s,p,p,e
7268,f,b,k,p,e,p
7269,f,b,k,p,e,p
7270,f,b,k,p,e,p
7271,f,g,s,p,p,e
7272,f,p,s,p,p,e
7273,f,b,s,p,e,p
7274,f,g,s,p,p,e
7275,f,b,s,p,e,p
7276,f,b,s,p,e,p
7277,f,w,k,p,p,e
7278,f,b,k,p,e,p
7279,f,w,k,p,p,e
7280,f,b,s,p,e,p
7281,f,w,s,p,p,e
7282,a,n,s,p,p,e
7283,f,b,k,p,e,p
7284,f,b,s,p,e,p
7285,f,w,s,p,p,e
7286,a,y,k,p,n,p
7287,f,b,k,p,e,p
7288,f,b,k,p,e,p
7289,f,b,s,p,e,p
7290,f,b,s,p,e,p
7291,a,o,s,p,p,e
7292,f,b,k,p,e,p
7293,f,w,y,p,p,e
7294,f,w,s,p,p,e
7295,f,b,k,p,e,p
7296,f,y,y,p,e,p
7297,f,b,s,p,e,p
7298,f,b,k,p,e,p
7299,f,b,s,p,e,p
7300,a,o,s,p,p,e
7301,f,w,s,p,p,e
7302,f,p,k,p,p,e
7303,f,b,s,p,e,p
7304,f,b,k,p,e,p
7305,f,b,s,p,e,p
7306,f,w,k,p,p,e
7307,a,n,s,p,p,e
7308,f,b,k,p,e,p
7309,f,b,s,p,e,p
7310,f,g,k,p,p,e
7311,f,b,s,p,e,p
7312,f,g,s,p,p,e
7313,f,b,s,p,e,p
7314,f,b,s,p,e,p
7315,f,p,k,p,p,e
7316,f,g,s,p,p,e
7317,f,b,k,p,e,p
7318,f,b,k,p,e,p
7319,f,b,k,p,e,p
7320,f,p,k,p,p,e
7321,f,b,s,p,e,p
7322,f,b,k,p,e,p
7323,f,b,s,p,e,p
7324,f,y,k,p,n,p
7325,f,b,k,p,e,p
7326,a,o,s,p,p,e
7327,f,b,s,p,e,p
7328,a,y,s,p,p,e
7329,f,g,s,p,p,e
7330,f,p,s,p,p,e
7331,f,b,k,p,e,p
7332,f,b,k,p,e,p
7333,f,b,s,p,e,p
7334,f,b,k,p,e,p
7335,f,g,s,p,p,e
7336,f,p,s,p,p,e
7337,f,w,k,p,n,p
7338,f,b,s,p,e,p
7339,f,b,s,p,e,p
7340,f,b,s,p,e,p
7341,f,b,s,p,e,p
7342,f,b,k,p,e,p
7343,f,y,k,p,n,p
7344,f,b,s,p,e,p
7345,f,g,s,p,p,e
7346,f,b,k,p,e,p
7347,f,p,s,p,p,e
7348,f,b,s,p,e,p
7349,f,b,k,p,e,p
7350,f,p,k,p,p,e
7351,f,p,s,p,p,e
7352,f,b,k,p,e,p
7353,a,n,s,p,p,e
7354,f,w,s,p,p,e
7355,f,g,s,p,p,e
7356,f,b,s,p,e,p
7357,f,b,k,p,e,p
7358,f,b,s,p,e,p
7359,f,p,s,p,p,e
7360,f,p,k,p,p,e
7361,f,w,s,p,p,e
7362,f,w,s,p,p,e
7363,f,b,s,p,e,p
7364,f,b,s,p,e,p
7365,f,b,s,p,e,p
7366,f,b,s,p,e,p
7367,a,o,s,p,p,e
7368,f,w,y,p,e,p
7369,a,w,k,p,n,p
7370,f,b,s,p,e,p
7371,f,w,s,p,p,e
7372,f,b,s,p,e,p
7373,f,g,s,p,p,e
7374,f,p,s,p,p,e
7375,f,b,k,p,e,p
7376,a,o,s,p,p,e
7377,a,o,s,p,p,e
7378,f,w,s,p,p,e
7379,f,g,s,p,p,e
7380,f,b,k,p,e,p
7381,f,b,s,p,e,p
7382,f,b,k,p,e,p
7383,f,b,k,p,e,p
7384,f,b,k,p,e,p
7385,f,b,k,p,e,p
7386,f,w,k,p,p,e
7387,f,y,k,p,n,p
7388,f,b,s,p,e,p
7389,a,o,s,p,p,e
7390,f,b,s,p,e,p
7391,f,w,k,p,p,e
7392,f,p,k,p,p,e
7393,f,b,s,p,e,p
7394,f,b,s,p,e,p
7395,f,b,s,p,e,p
7396,f,b,s,p,e,p
7397,f,b,k,p,e,p
7398,f,b,s,p,e,p
7399,f,p,k,p,p,e
7400,f,b,s,p,e,p
7401,f,g,s,p,p,e
7402,f,y,y,p,e,p
7403,f,b,s,p,e,p
7404,f,b,k,p,e,p
7405,f,g,s,p,p,e
7406,a,n,s,p,p,e
7407,f,b,s,p,e,p
7408,a,o,s,p,p,e
7409,f,b,s,p,e,p
7410,f,b,k,p,e,p
7411,f,b,s,p,e,p
7412,f,p,s,p,p,e
7413,a,n,s,p,p,e
7414,a,y,s,p,p,e
7415,f,b,s,p,e,p
7416,f,w,s,p,p,e
7417,f,w,k,p,p,e
7418,f,b,k,p,e,p
7419,f,p,k,p,p,e
7420,f,b,k,p,e,p
7421,f,b,s,p,e,p
7422,f,b,s,p,e,p
7423,f,w,s,p,p,e
7424,f,b,k,p,e,p
7425,f,b,s,p,e,p
7426,a,y,s,p,p,e
7427,f,b,k,p,e,p
7428,f,b,k,p,e,p
7429,f,b,k,p,e,p
7430,f,b,s,p,e,p
7431,f,b,k,p,e,p
7432,f,b,k,p,e,p
7433,a,n,s,p,p,e
7434,f,b,k,p,e,p
7435,f,p,s,p,p,e
7436,f,b,s,p,e,p
7437,f,b,s,p,e,p
7438,a,n,s,p,p,e
7439,f,b,s,p,e,p
7440,f,p,s,p,p,e
7441,a,n,s,p,p,e
7442,f,b,s,p,e,p
7443,f,b,s,p,e,p
7444,f,w,s,p,p,e
7445,f,g,s,p,p,e
7446,f,w,k,p,p,e
7447,a,n,s,p,p,e
7448,f,b,k,p,e,p
7449,f,b,s,p,e,p
7450,f,w,y,p,p,e
7451,f,p,k,p,p,e
7452,f,b,k,p,e,p
7453,f,b,s,p,e,p
7454,f,b,s,p,e,p
7455,f,b,s,p,e,p
7456,a,y,s,p,p,e
7457,f,b,s,p,e,p
7458,f,b,s,p,e,p
7459,f,b,s,p,e,p
7460,a,n,s,p,p,e
7461,f,g,k,p,p,e
7462,f,b,s,p,e,p
7463,f,b,s,p,e,p
7464,f,w,s,p,p,e
7465,f,b,k,p,e,p
7466,f,b,k,p,e,p
7467,f,b,s,p,e,p
7468,a,o,s,p,p,e
7469,f,g,s,p,p,e
7470,a,w,k,p,n,p
7471,f,b,k,p,e,p
7472,f,b,k,p,e,p
7473,f,b,s,p,e,p
7474,f,b,k,p,e,p
7475,f,b,k,p,e,p
7476,f,b,s,p,e,p
7477,f,b,k,p,e,p
7478,f,b,s,p,e,p
7479,f,b,s,p,e,p
7480,f,w,k,p,p,e
7481,a,y,k,p,n,p
7482,f,w,s,p,p,e
7483,f,b,k,p,e,p
7484,f,y,y,p,e,p
7485,f,b,k,p,e,p
7486,a,y,k,p,n,p
7487,f,p,s,p,p,e
7488,f,b,s,p,e,p
7489,f,b,k,p,e,p
7490,f,b,s,p,e,p
7491,a,n,s,p,p,e
7492,f,b,s,p,e,p
7493,f,b,k,p,e,p
7494,f,b,k,p,e,p
7495,f,b,s,p,e,p
7496,f,b,k,p,e,p
7497,f,b,s,p,e,p
7498,f,b,s,p,e,p
7499,f,p,k,p,p,e
7500,f,g,s,p,p,e
7501,f,w,k,p,p,e
7502,f,b,k,p,e,p
7503,f,b,k,p,e,p
7504,f,b,s,p,e,p
7505,f,b,s,p,e,p
