id,cap-surface,odor,gill-attachment,gill-spacing,gill-size,stalk-root,stalk-color-below-ring,ring-number,ring-type
6828,s,n,f,w,b,?,w,t,p
6829,y,y,f,c,n,?,w,o,e
6830,s,y,f,c,n,?,p,o,e
6831,s,s,f,c,n,?,p,o,e
6832,s,s,f,c,n,?,p,o,e
6833,s,s,f,c,n,?,w,o,e
6834,s,f,f,c,n,?,w,o,e
6835,y,f,f,c,n,?,w,o,e
6836,y,f,f,c,n,?,p,o,e
6837,s,f,f,c,n,?,w,o,e
6838,s,f,f,c,n,?,w,o,e
6839,s,f,f,c,n,?,p,o,e
6840,s,f,f,c,n,?,p,o,e
6841,s,s,f,c,n,?,w,o,e
6842,s,y,f,c,n,?,p,o,e
6843,y,f,f,c,n,?,w,o,e
6844,y,s,f,c,n,?,w,o,e
6845,s,s,f,c,n,?,w,o,e
6846,y,s,f,c,n,?,w,o,e
6847,s,y,f,c,n,?,w,o,e
6848,y,s,f,c,n,?,w,o,e
6849,s,f,f,c,n,?,w,o,e
6850,s,n,a,c,b,?,o,o,p
6851,s,f,f,c,n,?,w,o,e
6852,y,s,f,c,n,?,w,o,e
6853,y,s,f,c,n,?,p,o,e
6854,s,f,f,c,n,?,w,o,e
6855,y,f,f,c,n,?,w,o,e
6856,y,m,f,c,b,c,c,n,n
6857,s,f,f,c,n,?,w,o,e
6858,s,s,f,c,n,?,w,o,e
6859,y,y,f,c,n,?,p,o,e
6860,s,f,f,c,n,?,p,o,e
6861,s,n,f,w,b,?,w,t,p
6862,y,y,f,c,n,?,p,o,e
6863,y,y,f,c,n,?,w,o,e
6864,y,y,f,c,n,?,w,o,e
6865,s,s,f,c,n,?,p,o,e
6866,s,y,f,c,n,?,w,o,e
6867,y,y,f,c,n,?,w,o,e
6868,s,f,f,c,n,?,p,o,e
6869,y,f,f,c,n,?,p,o,e
6870,s,f,f,c,n,?,p,o,e
6871,s,f,f,c,n,?,p,o,e
6872,s,y,f,c,n,?,w,o,e
6873,y,y,f,c,n,?,p,o,e
6874,s,y,f,c,n,?,w,o,e
6875,s,s,f,c,n,?,p,o,e
6876,s,f,f,c,n,?,w,o,e
6877,s,y,f,c,n,?,w,o,e
6878,y,y,f,c,n,?,p,o,e
6879,s,f,f,c,n,?,p,o,e
6880,y,f,f,c,n,?,p,o,e
6881,s,f,f,c,n,?,w,o,e
6882,y,f,f,c,n,?,p,o,e
6883,y,y,f,c,n,?,w,o,e
6884,y,f,f,c,n,?,w,o,e
6885,f,n,f,w,b,?,w,t,p
6886,s,y,f,c,n,?,p,o,e
6887,y,y,f,c,n,?,p,o,e
6888,y,s,f,c,n,?,w,o,e
6889,y,s,f,c,n,?,p,o,e
6890,s,f,f,c,n,?,p,o,e
6891,s,s,f,c,n,?,p,o,e
6892,s,s,f,c,n,?,w,o,e
6893,s,f,f,c,n,?,w,o,e
6894,s,s,f,c,n,?,w,o,e
6895,y,s,f,c,n,?,p,o,e
6896,s,s,f,c,n,?,w,o,e
6897,y,f,f,c,n,?,p,o,e
6898,s,y,f,c,n,?,p,o,e
6899,s,y,f,c,n,?,p,o,e
6900,s,f,f,c,n,?,w,o,e
6901,s,n,a,c,b,?,o,o,p
6902,s,y,f,c,n,?,p,o,e
6903,s,y,f,c,n,?,w,o,e
6904,y,f,f,c,n,?,w,o,e
6905,y,n,f,c,b,b,w,t,p
6906,s,n,a,c,b,?,o,o,p
6907,s,n,f,w,b,?,w,t,p
6908,f,n,f,w,b,?,w,t,p
6909,s,s,f,c,n,?,p,o,e
6910,y,f,f,c,n,?,w,o,e
6911,s,n,a,c,b,?,o,o,p
6912,s,s,f,c,n,?,w,o,e
6913,y,n,f,w,n,c,y,o,e
6914,s,f,f,c,n,?,w,o,e
6915,s,n,f,w,b,?,w,t,p
6916,y,f,f,c,n,?,p,o,e
6917,s,s,f,c,n,?,p,o,e
6918,s,s,f,c,n,?,w,o,e
6919,y,y,f,c,n,?,w,o,e
6920,s,s,f,c,n,?,p,o,e
6921,f,n,f,w,b,?,w,t,p
6922,s,s,f,c,n,?,w,o,e
6923,s,y,f,c,n,?,p,o,e
6924,s,f,f,c,n,?,w,o,e
6925,f,n,f,w,b,?,w,t,p
6926,y,s,f,c,n,?,w,o,e
6927,s,y,f,c,n,?,p,o,e
6928,s,n,a,c,b,?,o,o,p
6929,y,n,f,c,b,b,w,t,p
6930,s,y,f,c,n,?,p,o,e
6931,y,y,f,c,n,?,p,o,e
6932,s,s,f,c,n,?,p,o,e
6933,s,n,f,w,b,?,w,t,p
6934,y,f,f,c,n,?,w,o,e
6935,y,y,f,c,n,?,p,o,e
6936,s,y,f,c,n,?,p,o,e
6937,y,f,f,c,n,?,w,o,e
6938,f,n,f,w,b,?,w,t,p
6939,s,n,f,w,b,?,w,t,p
6940,s,y,f,c,n,?,w,o,e
6941,y,y,f,c,n,?,w,o,e
6942,y,n,f,c,b,b,w,t,p
6943,s,s,f,c,n,?,p,o,e
6944,s,y,f,c,n,?,p,o,e
6945,y,s,f,c,n,?,p,o,e
6946,y,m,a,c,b,c,c,n,n
6947,s,f,f,c,n,?,p,o,e
6948,y,s,f,c,n,?,p,o,e
6949,s,s,f,c,n,?,p,o,e
6950,s,f,f,c,n,?,w,o,e
6951,y,f,f,c,n,?,p,o,e
6952,y,f,f,c,n,?,w,o,e
6953,f,n,f,w,b,?,w,t,p
6954,s,s,f,c,n,?,w,o,e
6955,s,f,f,c,n,?,p,o,e
6956,s,y,f,c,n,?,p,o,e
6957,s,s,f,c,n,?,w,o,e
6958,y,s,f,c,n,?,p,o,e
6959,f,n,f,w,b,?,w,t,p
6960,s,f,f,c,n,?,p,o,e
6961,y,s,f,c,n,?,p,o,e
6962,s,s,f,c,n,?,w,o,e
6963,s,s,f,c,n,?,w,o,e
6964,s,y,f,c,n,?,p,o,e
6965,y,s,f,c,n,?,p,o,e
6966,s,y,f,c,n,?,w,o,e
6967,y,f,f,c,n,?,p,o,e
6968,s,n,f,c,b,b,n,t,p
6969,s,f,f,c,n,?,w,o,e
6970,y,f,f,c,n,?,w,o,e
6971,s,n,f,c,b,b,n,t,p
6972,s,f,f,c,n,?,p,o,e
6973,s,y,f,c,n,?,w,o,e
6974,y,s,f,c,n,?,w,o,e
6975,s,s,f,c,n,?,p,o,e
6976,f,n,f,w,b,?,w,t,p
6977,y,f,f,c,n,?,w,o,e
6978,s,y,f,c,n,?,w,o,e
6979,s,f,f,c,n,?,w,o,e
6980,s,f,f,c,n,?,w,o,e
6981,s,y,f,c,n,?,w,o,e
6982,s,f,f,c,n,?,w,o,e
6983,s,s,f,c,n,?,w,o,e
6984,s,f,f,c,n,?,p,o,e
6985,s,n,f,c,b,b,n,t,p
6986,s,y,f,c,n,?,w,o,e
6987,s,f,f,c,n,?,w,o,e
6988,y,f,f,c,n,?,w,o,e
6989,s,s,f,c,n,?,p,o,e
6990,s,n,a,c,b,?,o,o,p
6991,s,n,f,w,b,?,w,t,p
6992,y,m,f,c,b,c,c,n,n
6993,y,y,f,c,n,?,p,o,e
6994,s,y,f,c,n,?,p,o,e
6995,s,n,a,c,b,?,o,o,p
6996,y,s,f,c,n,?,w,o,e
6997,y,s,f,c,n,?,p,o,e
6998,f,n,f,w,b,?,w,t,p
6999,s,n,f,w,b,?,w,t,p
7000,s,n,a,c,b,?,o,o,p
7001,y,s,f,c,n,?,w,o,e
7002,y,s,f,c,n,?,p,o,e
7003,s,s,f,c,n,?,w,o,e
7004,s,n,f,w,b,?,w,t,p
7005,s,n,f,w,b,?,w,t,p
7006,s,n,f,w,b,?,w,t,p
7007,s,f,f,c,n,?,w,o,e
7008,s,s,f,c,n,?,w,o,e
7009,s,n,f,w,b,?,w,t,p
7010,f,n,f,w,b,?,w,t,p
7011,y,f,f,c,n,?,w,o,e
7012,s,n,f,w,b,?,w,t,p
7013,s,s,f,c,n,?,p,o,e
7014,s,f,f,c,n,?,w,o,e
7015,y,f,f,c,n,?,p,o,e
7016,s,n,f,w,b,?,w,t,p
7017,s,n,f,w,b,?,w,t,p
7018,y,y,f,c,n,?,p,o,e
7019,s,f,f,c,n,?,w,o,e
7020,f,n,f,w,b,?,w,t,p
7021,f,n,f,w,b,?,w,t,p
7022,s,s,f,c,n,?,w,o,e
7023,s,n,f,c,b,b,w,t,p
7024,s,y,f,c,n,?,p,o,e
7025,s,y,f,c,n,?,p,o,e
7026,s,n,a,c,b,?,o,o,p
7027,s,n,a,c,b,?,o,o,p
7028,y,s,f,c,n,?,w,o,e
7029,s,y,f,c,n,?,w,o,e
7030,s,s,f,c,n,?,p,o,e
7031,s,y,f,c,n,?,w,o,e
7032,s,y,f,c,n,?,w,o,e
7033,f,n,f,w,b,?,w,t,p
7034,s,n,a,c,b,?,o,o,p
7035,y,m,f,c,b,c,c,n,n
7036,f,n,f,w,b,?,w,t,p
7037,s,n,a,c,b,?,o,o,p
7038,s,n,a,c,b,?,o,o,p
7039,y,s,f,c,n,?,p,o,e
7040,f,n,f,w,b,?,w,t,p
7041,f,n,f,w,b,?,w,t,p
7042,s,n,a,c,b,?,o,o,p
7043,y,y,f,c,n,?,p,o,e
7044,y,s,f,c,n,?,w,o,e
7045,y,s,f,c,n,?,w,o,e
7046,y,y,f,c,n,?,p,o,e
7047,f,n,f,w,b,?,w,t,p
7048,y,s,f,c,n,?,p,o,e
7049,y,s,f,c,n,?,p,o,e
7050,s,s,f,c,n,?,p,o,e
7051,s,n,f,w,b,?,w,t,p
7052,s,n,a,c,b,?,o,o,p
7053,y,f,f,c,n,?,w,o,e
7054,s,s,f,c,n,?,p,o,e
7055,s,n,a,c,b,?,o,o,p
7056,s,y,f,c,n,?,w,o,e
7057,s,y,f,c,n,?,w,o,e
7058,s,s,f,c,n,?,w,o,e
7059,s,s,f,c,n,?,p,o,e
7060,s,s,f,c,n,?,p,o,e
7061,s,y,f,c,n,?,w,o,e
7062,s,s,f,c,n,?,w,o,e
7063,y,y,f,c,n,?,w,o,e
7064,s,n,f,c,b,b,w,t,p
7065,s,y,f,c,n,?,p,o,e
7066,y,m,a,c,b,c,c,n,n
7067,s,f,f,c,n,?,w,o,e
7068,s,n,f,w,b,?,w,t,p
7069,s,f,f,c,n,?,w,o,e
7070,y,y,f,c,n,?,w,o,e
7071,s,s,f,c,n,?,w,o,e
7072,y,y,f,c,n,?,w,o,e
7073,y,f,f,c,n,?,w,o,e
7074,s,n,f,c,b,b,w,t,p
7075,y,f,f,c,n,?,w,o,e
7076,s,f,f,c,n,?,p,o,e
7077,s,y,f,c,n,?,p,o,e
7078,y,y,f,c,n,?,p,o,e
7079,s,f,f,c,n,?,w,o,e
7080,s,n,a,c,b,?,o,o,p
7081,s,s,f,c,n,?,p,o,e
7082,y,s,f,c,n,?,w,o,e
7083,y,f,f,c,n,?,w,o,e
7084,s,s,f,c,n,?,p,o,e
7085,s,f,f,c,n,?,p,o,e
7086,s,y,f,c,n,?,p,o,e
7087,f,n,f,w,b,?,w,t,p
7088,y,s,f,c,n,?,w,o,e
7089,s,s,f,c,n,?,w,o,e
7090,f,n,f,w,b,?,w,t,p
7091,s,n,a,c,b,?,o,o,p
7092,y,m,f,c,b,c,c,n,n
7093,s,s,f,c,n,?,p,o,e
7094,s,f,f,c,n,?,w,o,e
7095,y,f,f,c,n,?,p,o,e
7096,s,y,f,c,n,?,p,o,e
7097,y,y,f,c,n,?,w,o,e
7098,y,y,f,c,n,?,p,o,e
7099,f,n,f,w,b,?,w,t,p
7100,y,f,f,c,n,?,p,o,e
7101,y,m,a,c,b,c,c,n,n
7102,y,s,f,c,n,?,p,o,e
7103,y,s,f,c,n,?,w,o,e
7104,s,n,f,w,b,?,w,t,p
7105,s,y,f,c,n,?,w,o,e
7106,s,y,f,c,n,?,p,o,e
7107,y,f,f,c,n,?,w,o,e
7108,s,y,f,c,n,?,p,o,e
7109,y,f,f,c,n,?,w,o,e
7110,y,f,f,c,n,?,p,o,e
7111,f,n,f,w,b,?,w,t,p
7112,y,m,a,c,b,c,c,n,n
7113,y,y,f,c,n,?,w,o,e
7114,s,f,f,c,n,?,p,o,e
7115,y,f,f,c,n,?,p,o,e
7116,s,s,f,c,n,?,w,o,e
7117,y,n,f,c,b,b,w,t,p
7118,s,y,f,c,n,?,w,o,e
7119,y,y,f,c,n,?,w,o,e
7120,f,n,f,w,b,?,w,t,p
7121,s,s,f,c,n,?,p,o,e
7122,y,y,f,c,n,?,w,o,e
7123,s,s,f,c,n,?,w,o,e
7124,s,n,f,w,b,?,w,t,p
7125,y,s,f,c,n,?,p,o,e
7126,s,s,f,c,n,?,p,o,e
7127,s,y,f,c,n,?,w,o,e
7128,y,f,f,c,n,?,p,o,e
7129,s,n,a,c,b,?,o,o,p
7130,y,y,f,c,n,?,w,o,e
7131,y,y,f,c,n,?,w,o,e
7132,s,y,f,c,n,?,w,o,e
7133,s,f,f,c,n,?,w,o,e
7134,s,n,a,c,b,?,o,o,p
7135,s,n,f,w,b,?,w,t,p
7136,s,n,a,c,b,?,o,o,p
7137,f,n,f,w,b,?,w,t,p
7138,s,y,f,c,n,?,p,o,e
7139,y,f,f,c,n,?,p,o,e
7140,s,s,f,c,n,?,w,o,e
7141,s,y,f,c,n,?,w,o,e
7142,s,n,f,w,b,?,w,t,p
7143,s,s,f,c,n,?,p,o,e
7144,f,n,f,w,b,?,w,t,p
7145,s,f,f,c,n,?,w,o,e
7146,y,f,f,c,n,?,w,o,e
7147,y,m,f,c,b,c,c,n,n
7148,s,s,f,c,n,?,p,o,e
7149,y,s,f,c,n,?,w,o,e
7150,s,s,f,c,n,?,w,o,e
7151,y,f,f,c,n,?,p,o,e
7152,s,f,f,c,n,?,p,o,e
7153,s,s,f,c,n,?,w,o,e
7154,s,n,f,w,b,?,w,t,p
7155,s,y,f,c,n,?,w,o,e
7156,s,y,f,c,n,?,p,o,e
7157,y,s,f,c,n,?,p,o,e
7158,s,y,f,c,n,?,p,o,e
7159,s,n,f,w,b,?,w,t,p
7160,s,s,f,c,n,?,p,o,e
7161,s,s,f,c,n,?,w,o,e
7162,s,s,f,c,n,?,w,o,e
7163,s,n,f,w,b,?,w,t,p
7164,s,y,f,c,n,?,p,o,e
7165,y,y,f,c,n,?,w,o,e
7166,s,y,f,c,n,?,w,o,e
7167,y,m,f,c,b,c,c,n,n
7168,f,n,f,w,b,?,w,t,p
7169,s,f,f,c,n,?,p,o,e
7170,s,f,f,c,n,?,p,o,e
7171,s,n,f,w,b,?,w,t,p
7172,y,f,f,c,n,?,p,o,e
7173,s,s,f,c,n,?,p,o,e
7174,s,n,a,c,b,?,o,o,p
7175,y,f,f,c,n,?,w,o,e
7176,y,s,f,c,n,?,w,o,e
7177,s,n,a,c,b,?,o,o,p
7178,s,f,f,c,n,?,w,o,e
7179,s,f,f,c,n,?,p,o,e
7180,s,s,f,c,n,?,p,o,e
7181,s,s,f,c,n,?,w,o,e
7182,y,n,f,c,b,b,w,t,p
7183,s,n,a,c,b,?,o,o,p
7184,s,n,f,w,b,?,w,t,p
7185,s,s,f,c,n,?,p,o,e
7186,s,n,f,w,b,?,w,t,p
7187,y,y,f,c,n,?,w,o,e
7188,y,s,f,c,n,?,w,o,e
7189,s,n,a,c,b,?,o,o,p
7190,s,y,f,c,n,?,w,o,e
7191,s,f,f,c,n,?,p,o,e
7192,s,y,f,c,n,?,w,o,e
7193,y,s,f,c,n,?,p,o,e
7194,y,s,f,c,n,?,p,o,e
7195,s,f,f,c,n,?,w,o,e
7196,y,n,f,c,b,b,n,t,p
7197,s,f,f,c,n,?,w,o,e
7198,s,s,f,c,n,?,w,o,e
7199,y,y,f,c,n,?,w,o,e
7200,s,f,f,c,n,?,p,o,e
7201,f,n,f,w,b,?,w,t,p
7202,s,f,f,c,n,?,p,o,e
7203,f,n,f,w,b,?,w,t,p
7204,s,y,f,c,n,?,w,o,e
7205,s,n,f,w,b,?,w,t,p
7206,s,n,a,c,b,?,o,o,p
7207,s,f,f,c,n,?,p,o,e
7208,y,f,f,c,n,?,p,o,e
7209,f,n,f,w,b,?,w,t,p
7210,s,y,f,c,n,?,p,o,e
7211,y,s,f,c,n,?,p,o,e
7212,f,n,f,w,b,?,w,t,p
7213,y,f,f,c,n,?,w,o,e
7214,s,f,f,c,n,?,p,o,e
7215,s,f,f,c,n,?,w,o,e
7216,y,s,f,c,n,?,w,o,e
7217,y,s,f,c,n,?,w,o,e
7218,s,n,f,w,b,?,w,t,p
7219,y,f,f,c,n,?,p,o,e
7220,s,f,f,c,n,?,p,o,e
7221,s,n,f,w,b,?,w,t,p
7222,s,n,a,c,b,?,o,o,p
7223,s,n,f,w,b,?,w,t,p
7224,s,s,f,c,n,?,p,o,e
7225,s,f,f,c,n,?,w,o,e
7226,s,s,f,c,n,?,p,o,e
7227,s,n,f,w,b,?,w,t,p
7228,y,s,f,c,n,?,p,o,e
7229,s,n,a,c,b,?,o,o,p
7230,s,n,f,w,b,?,w,t,p
7231,y,m,f,c,b,c,c,n,n
7232,s,n,f,w,b,?,w,t,p
7233,y,y,f,c,n,?,w,o,e
7234,s,n,a,c,b,?,o,o,p
7235,s,n,f,w,b,?,w,t,p
7236,s,n,a,c,b,?,o,o,p
7237,s,n,f,w,b,?,w,t,p
7238,s,f,f,c,n,?,w,o,e
7239,y,y,f,c,n,?,w,o,e
7240,s,n,a,c,b,?,o,o,p
7241,s,y,f,c,n,?,p,o,e
7242,s,y,f,c,n,?,p,o,e
7243,s,y,f,c,n,?,p,o,e
7244,s,s,f,c,n,?,p,o,e
7245,s,n,a,c,b,?,o,o,p
7246,f,n,f,w,b,?,w,t,p
7247,s,n,a,c,b,?,o,o,p
7248,s,s,f,c,n,?,w,o,e
7249,y,s,f,c,n,?,p,o,e
7250,y,y,f,c,n,?,p,o,e
7251,s,y,f,c,n,?,p,o,e
7252,s,n,a,c,b,?,o,o,p
7253,s,y,f,c,n,?,w,o,e
7254,s,n,a,c,b,?,o,o,p
7255,s,y,f,c,n,?,p,o,e
7256,s,n,f,w,b,?,w,t,p
7257,y,f,f,c,n,?,p,o,e
7258,y,f,f,c,n,?,w,o,e
7259,f,n,f,w,b,?,w,t,p
7260,s,y,f,c,n,?,w,o,e
7261,s,n,f,w,b,?,w,t,p
7262,y,f,f,c,n,?,w,o,e
7263,s,f,f,c,n,?,p,o,e
7264,f,n,f,w,b,?,w,t,p
7265,y,s,f,c,n,?,w,o,e
7266,y,m,a,c,b,c,c,n,n
7267,f,n,f,w,b,?,w,t,p
7268,y,y,f,c,n,?,p,o,e
7269,y,s,f,c,n,?,p,o,e
7270,s,y,f,c,n,?,p,o,e
7271,f,n,f,w,b,?,w,t,p
7272,f,n,f,w,b,?,w,t,p
7273,y,s,f,c,n,?,w,o,e
7274,s,n,f,w,b,?,w,t,p
7275,s,f,f,c,n,?,w,o,e
7276,y,y,f,c,n,?,w,o,e
7277,s,n,f,w,b,?,w,t,p
7278,y,y,f,c,n,?,w,o,e
7279,s,n,f,w,b,?,w,t,p
7280,s,y,f,c,n,?,p,o,e
7281,s,n,f,w,b,?,w,t,p
7282,s,n,a,c,b,?,o,o,p
7283,s,s,f,c,n,?,p,o,e
7284,y,f,f,c,n,?,w,o,e
7285,f,n,f,w,b,?,w,t,p
7286,y,m,a,c,b,c,c,n,n
7287,s,y,f,c,n,?,w,o,e
7288,s,f,f,c,n,?,w,o,e
7289,y,y,f,c,n,?,w,o,e
7290,s,f,f,c,n,?,w,o,e
7291,s,n,a,c,b,?,o,o,p
7292,y,f,f,c,n,?,w,o,e
7293,y,n,f,c,b,b,n,t,p
7294,s,n,f,w,b,?,w,t,p
7295,y,y,f,c,n,?,p,o,e
7296,y,n,f,w,n,c,y,o,e
7297,y,y,f,c,n,?,w,o,e
7298,s,s,f,c,n,?,p,o,e
7299,y,s,f,c,n,?,p,o,e
7300,s,n,a,c,b,?,o,o,p
7301,s,n,f,c,b,b,w,t,p
7302,s,n,f,w,b,?,w,t,p
7303,y,s,f,c,n,?,w,o,e
7304,s,s,f,c,n,?,w,o,e
7305,y,s,f,c,n,?,w,o,e
7306,f,n,f,w,b,?,w,t,p
7307,s,n,a,c,b,?,o,o,p
7308,s,y,f,c,n,?,w,o,e
7309,s,f,f,c,n,?,w,o,e
7310,f,n,f,w,b,?,w,t,p
7311,y,y,f,c,n,?,w,o,e
7312,f,n,f,w,b,?,w,t,p
7313,y,y,f,c,n,?,p,o,e
7314,y,s,f,c,n,?,w,o,e
7315,s,n,f,w,b,?,w,t,p
7316,s,n,f,w,b,?,w,t,p
7317,y,f,f,c,n,?,w,o,e
7318,s,f,f,c,n,?,p,o,e
7319,s,s,f,c,n,?,w,o,e
7320,f,n,f,w,b,?,w,t,p
7321,s,f,f,c,n,?,w,o,e
7322,s,y,f,c,n,?,w,o,e
7323,s,f,f,c,n,?,p,o,e
7324,y,m,f,c,b,c,c,n,n
7325,y,f,f,c,n,?,p,o,e
7326,s,n,a,c,b,?,o,o,p
7327,y,f,f,c,n,?,w,o,e
7328,s,n,a,c,b,?,o,o,p
7329,s,n,f,w,b,?,w,t,p
7330,s,n,f,w,b,?,w,t,p
7331,y,s,f,c,n,?,p,o,e
7332,s,y,f,c,n,?,w,o,e
7333,s,f,f,c,n,?,w,o,e
7334,s,y,f,c,n,?,p,o,e
7335,f,n,f,w,b,?,w,t,p
7336,s,n,f,w,b,?,w,t,p
7337,y,m,f,c,b,c,c,n,n
7338,y,f,f,c,n,?,p,o,e
7339,y,f,f,c,n,?,p,o,e
7340,s,y,f,c,n,?,w,o,e
7341,s,s,f,c,n,?,p,o,e
7342,y,s,f,c,n,?,p,o,e
7343,y,m,f,c,b,c,c,n,n
7344,y,s,f,c,n,?,w,o,e
7345,s,n,f,w,b,?,w,t,p
7346,y,y,f,c,n,?,p,o,e
7347,f,n,f,w,b,?,w,t,p
7348,s,f,f,c,n,?,w,o,e
7349,s,y,f,c,n,?,p,o,e
7350,s,n,f,w,b,?,w,t,p
7351,s,n,f,w,b,?,w,t,p
7352,s,y,f,c,n,?,p,o,e
7353,s,n,a,c,b,?,o,o,p
7354,y,n,f,c,b,b,w,t,p
7355,s,n,f,w,b,?,w,t,p
7356,y,s,f,c,n,?,w,o,e
7357,s,f,f,c,n,?,p,o,e
7358,s,f,f,c,n,?,p,o,e
7359,f,n,f,w,b,?,w,t,p
7360,f,n,f,w,b,?,w,t,p
7361,s,n,f,c,b,b,w,t,p
7362,f,n,f,w,b,?,w,t,p
7363,s,y,f,c,n,?,w,o,e
7364,y,y,f,c,n,?,p,o,e
7365,s,y,f,c,n,?,p,o,e
7366,y,f,f,c,n,?,p,o,e
7367,s,n,a,c,b,?,o,o,p
7368,y,n,f,w,n,c,y,o,e
7369,y,m,a,c,b,c,c,n,n
7370,s,y,f,c,n,?,w,o,e
7371,y,n,f,c,b,b,w,t,p
7372,y,s,f,c,n,?,p,o,e
7373,s,n,f,w,b,?,w,t,p
7374,s,n,f,w,b,?,w,t,p
7375,s,f,f,c,n,?,w,o,e
7376,s,n,a,c,b,?,o,o,p
7377,s,n,a,c,b,?,o,o,p
7378,s,n,f,c,b,b,w,t,p
7379,s,n,f,w,b,?,w,t,p
7380,s,y,f,c,n,?,p,o,e
7381,s,f,f,c,n,?,p,o,e
7382,y,s,f,c,n,?,p,o,e
7383,y,y,f,c,n,?,p,o,e
7384,s,f,f,c,n,?,p,o,e
7385,s,y,f,c,n,?,w,o,e
7386,s,n,f,w,b,?,w,t,p
7387,y,m,f,c,b,c,c,n,n
7388,y,y,f,c,n,?,p,o,e
7389,s,n,a,c,b,?,o,o,p
7390,s,f,f,c,n,?,w,o,e
7391,s,n,f,w,b,?,w,t,p
7392,s,n,f,w,b,?,w,t,p
7393,s,s,f,c,n,?,w,o,e
7394,y,y,f,c,n,?,p,o,e
7395,s,f,f,c,n,?,w,o,e
7396,y,f,f,c,n,?,p,o,e
7397,s,s,f,c,n,?,p,o,e
7398,y,y,f,c,n,?,w,o,e
7399,s,n,f,w,b,?,w,t,p
7400,y,y,f,c,n,?,p,o,e
7401,f,n,f,w,b,?,w,t,p
7402,y,n,f,w,n,c,y,o,e
7403,s,s,f,c,n,?,p,o,e
7404,y,y,f,c,n,?,p,o,e
7405,s,n,f,w,b,?,w,t,p
7406,s,n,a,c,b,?,o,o,p
7407,y,y,f,c,n,?,p,o,e
7408,s,n,a,c,b,?,o,o,p
7409,y,y,f,c,n,?,w,o,e
7410,y,f,f,c,n,?,p,o,e
7411,s,y,f,c,n,?,w,o,e
7412,s,n,f,w,b,?,w,t,p
7413,s,n,a,c,b,?,o,o,p
7414,s,n,a,c,b,?,o,o,p
7415,s,f,f,c,n,?,p,o,e
7416,s,n,f,c,b,b,w,t,p
7417,f,n,f,w,b,?,w,t,p
7418,s,s,f,c,n,?,p,o,e
7419,f,n,f,w,b,?,w,t,p
7420,s,f,f,c,n,?,p,o,e
7421,y,y,f,c,n,?,p,o,e
7422,y,s,f,c,n,?,w,o,e
7423,s,n,f,c,b,b,w,t,p
7424,y,f,f,c,n,?,p,o,e
7425,y,f,f,c,n,?,w,o,e
7426,s,n,a,c,b,?,o,o,p
7427,y,f,f,c,n,?,w,o,e
7428,y,y,f,c,n,?,w,o,e
7429,y,y,f,c,n,?,p,o,e
7430,y,s,f,c,n,?,w,o,e
7431,s,f,f,c,n,?,p,o,e
7432,y,s,f,c,n,?,p,o,e
7433,s,n,a,c,b,?,o,o,p
7434,s,s,f,c,n,?,p,o,e
7435,s,n,f,w,b,?,w,t,p
7436,s,s,f,c,n,?,p,o,e
7437,s,y,f,c,n,?,w,o,e
7438,s,n,a,c,b,?,o,o,p
7439,s,s,f,c,n,?,p,o,e
7440,f,n,f,w,b,?,w,t,p
7441,s,n,a,c,b,?,o,o,p
7442,s,s,f,c,n,?,p,o,e
7443,s,s,f,c,n,?,w,o,e
7444,y,n,f,c,b,b,w,t,p
7445,f,n,f,w,b,?,w,t,p
7446,s,n,f,w,b,?,w,t,p
7447,s,n,a,c,b,?,o,o,p
7448,y,s,f,c,n,?,w,o,e
7449,y,y,f,c,n,?,w,o,e
7450,y,n,f,c,b,b,n,t,p
7451,f,n,f,w,b,?,w,t,p
7452,s,f,f,c,n,?,w,o,e
7453,y,f,f,c,n,?,p,o,e
7454,y,f,f,c,n,?,w,o,e
7455,y,f,f,c,n,?,p,o,e
7456,s,n,a,c,b,?,o,o,p
7457,y,f,f,c,n,?,p,o,e
7458,s,s,f,c,n,?,p,o,e
7459,s,f,f,c,n,?,p,o,e
7460,s,n,a,c,b,?,o,o,p
7461,f,n,f,w,b,?,w,t,p
7462,s,s,f,c,n,?,w,o,e
7463,y,f,f,c,n,?,w,o,e
7464,s,n,f,w,b,?,w,t,p
7465,y,s,f,c,n,?,w,o,e
7466,s,s,f,c,n,?,p,o,e
7467,y,y,f,c,n,?,p,o,e
7468,s,n,a,c,b,?,o,o,p
7469,s,n,f,w,b,?,w,t,p
7470,y,m,a,c,b,c,c,n,n
7471,s,f,f,c,n,?,p,o,e
7472,y,f,f,c,n,?,p,o,e
7473,y,y,f,c,n,?,p,o,e
7474,s,f,f,c,n,?,p,o,e
7475,y,s,f,c,n,?,p,o,e
7476,s,s,f,c,n,?,w,o,e
7477,s,y,f,c,n,?,w,o,e
7478,s,s,f,c,n,?,p,o,e
7479,s,y,f,c,n,?,w,o,e
7480,f,n,f,w,b,?,w,t,p
7481,y,m,a,c,b,c,c,n,n
7482,s,n,f,c,b,b,w,t,p
7483,s,y,f,c,n,?,p,o,e
7484,y,n,f,w,n,c,y,o,e
7485,s,s,f,c,n,?,w,o,e
7486,y,m,a,c,b,c,c,n,n
7487,f,n,f,w,b,?,w,t,p
7488,y,y,f,c,n,?,w,o,e
7489,s,s,f,c,n,?,p,o,e
7490,y,y,f,c,n,?,p,o,e
