id,cap-color,odor,gill-attachment,stalk-root,stalk-surface-above-ring,veil-color,ring-number
5798,y,f,f,b,k,w,o
5799,g,f,f,b,s,w,o
5800,e,y,f,?,s,w,o
5801,y,n,f,?,k,w,o
5802,n,f,f,?,k,w,o
5803,w,f,f,b,s,w,o
5804,g,f,f,b,k,w,o
5805,n,n,f,b,s,w,o
5806,g,f,f,b,f,w,o
5807,b,f,f,b,f,w,o
5808,e,n,f,?,s,w,t
5809,b,f,f,b,s,w,o
5810,y,f,f,b,k,w,o
5811,n,f,f,?,s,w,o
5812,w,f,f,b,s,w,o
5813,g,f,f,b,s,w,o
5814,y,f,f,b,k,w,o
5815,c,n,f,b,s,w,o
5816,n,s,f,?,k,w,o
5817,e,n,f,?,s,w,t
5818,n,y,f,?,k,w,o
5819,w,f,f,b,s,w,o
5820,e,y,f,?,s,w,o
5821,n,n,f,?,s,w,t
5822,g,f,f,b,k,w,o
5823,w,f,f,b,f,w,o
5824,e,n,f,?,s,w,t
5825,y,f,f,b,k,w,o
5826,y,f,f,b,k,w,o
5827,e,n,f,?,s,w,t
5828,g,f,f,b,f,w,o
5829,n,n,f,?,s,w,t
5830,y,f,f,b,k,w,o
5831,w,f,f,b,s,w,o
5832,n,s,f,?,s,w,o
5833,y,f,f,b,k,w,o
5834,w,n,f,b,s,w,t
5835,n,s,f,?,k,w,o
5836,w,n,f,?,s,w,o
5837,w,n,f,?,s,w,o
5838,n,f,f,?,s,w,o
5839,g,f,f,b,f,w,o
5840,u,n,f,?,s,w,o
5841,w,n,f,b,s,w,t
5842,y,f,f,b,k,w,o
5843,g,f,f,b,s,w,o
5844,y,f,f,b,k,w,o
5845,y,f,f,b,k,w,o
5846,y,f,f,b,k,w,o
5847,g,f,f,b,f,w,o
5848,r,n,f,?,s,w,o
5849,w,f,f,b,f,w,o
5850,n,n,f,?,s,w,t
5851,n,s,f,?,k,w,o
5852,g,f,f,b,f,w,o
5853,y,f,f,b,k,w,o
5854,w,n,f,b,s,w,t
5855,n,f,f,?,s,w,o
5856,b,n,f,b,s,w,t
5857,y,f,f,b,k,w,o
5858,g,f,f,b,k,w,o
5859,e,n,f,?,s,w,t
5860,b,n,f,?,s,w,t
5861,n,f,f,?,k,w,o
5862,e,n,f,?,s,w,t
5863,b,n,f,b,s,w,t
5864,n,n,f,?,s,w,t
5865,e,y,f,?,s,w,o
5866,b,n,f,?,s,w,t
5867,g,f,f,b,s,w,o
5868,b,n,f,b,s,w,t
5869,n,s,f,?,s,w,o
5870,e,y,f,?,k,w,o
5871,y,f,f,b,k,w,o
5872,n,f,f,?,s,w,o
5873,n,s,f,?,k,w,o
5874,g,f,f,b,f,w,o
5875,p,n,f,?,s,w,t
5876,u,n,f,?,s,w,o
5877,y,f,f,b,k,w,o
5878,g,f,f,b,s,w,o
5879,n,s,f,?,s,w,o
5880,g,f,f,b,s,w,o
5881,b,f,f,b,s,w,o
5882,y,f,f,b,k,w,o
5883,w,n,f,b,s,w,t
5884,n,n,f,?,s,w,t
5885,e,y,f,?,k,w,o
5886,y,f,f,b,k,w,o
5887,b,n,f,?,s,w,t
5888,b,f,f,b,s,w,o
5889,g,f,f,b,f,w,o
5890,b,f,f,b,s,w,o
5891,y,f,f,b,k,w,o
5892,n,f,f,?,s,w,o
5893,w,f,f,b,f,w,o
5894,n,n,f,?,s,w,t
5895,e,n,f,?,s,w,t
5896,w,n,f,?,s,w,o
5897,b,f,f,b,f,w,o
5898,g,f,f,b,s,w,o
5899,e,n,f,?,s,w,t
5900,y,f,f,b,k,w,o
5901,n,s,f,?,k,w,o
5902,w,n,f,b,s,w,t
5903,g,f,f,b,k,w,o
5904,n,n,f,b,s,w,o
5905,y,f,f,b,k,w,o
5906,w,f,f,b,f,w,o
5907,b,n,f,?,s,w,t
5908,p,n,f,?,s,w,t
5909,g,f,f,b,f,w,o
5910,g,f,f,b,k,w,o
5911,w,f,f,b,s,w,o
5912,y,f,f,b,k,w,o
5913,w,f,f,b,s,w,o
5914,n,n,f,?,s,w,t
5915,p,n,f,?,s,w,t
5916,y,f,f,b,k,w,o
5917,b,n,f,?,s,w,t
5918,e,n,f,?,s,w,t
5919,g,f,f,b,f,w,o
5920,b,f,f,b,s,w,o
5921,y,f,f,b,k,w,o
5922,b,f,f,b,s,w,o
5923,w,f,f,b,s,w,o
5924,y,f,f,b,k,w,o
5925,y,f,f,b,k,w,o
5926,g,f,f,b,k,w,o
5927,g,f,f,b,k,w,o
5928,p,n,f,b,s,w,t
5929,n,f,f,?,s,w,o
5930,w,n,f,b,s,w,t
5931,n,n,f,?,s,w,t
5932,n,y,f,?,s,w,o
5933,n,y,f,?,s,w,o
5934,n,f,f,?,k,w,o
5935,b,f,f,b,s,w,o
5936,y,n,f,?,k,w,o
5937,g,f,f,b,f,w,o
5938,p,n,f,?,s,w,t
5939,p,n,f,?,s,w,t
5940,n,n,f,?,s,w,t
5941,p,n,f,b,s,w,t
5942,g,f,f,b,s,w,o
5943,g,f,f,b,s,w,o
5944,y,f,f,b,k,w,o
5945,n,s,f,?,k,w,o
5946,b,n,f,b,s,w,t
5947,b,f,f,b,f,w,o
5948,b,n,f,b,s,w,t
5949,w,n,f,?,s,w,o
5950,n,n,f,b,f,w,o
5951,y,f,f,b,k,w,o
5952,b,f,f,b,s,w,o
5953,y,f,f,b,k,w,o
5954,e,n,f,?,s,w,t
5955,y,f,f,b,k,w,o
5956,n,n,f,?,k,w,o
5957,n,s,f,?,k,w,o
5958,y,f,f,b,k,w,o
5959,y,f,f,b,k,w,o
5960,g,f,f,b,f,w,o
5961,n,f,f,?,s,w,o
5962,n,n,f,?,s,w,t
5963,n,n,f,b,f,w,o
5964,b,n,f,b,s,w,t
5965,n,n,f,?,k,w,o
5966,g,f,f,b,k,w,o
5967,n,s,f,?,k,w,o
5968,g,f,f,b,k,w,o
5969,g,f,f,b,k,w,o
5970,g,f,f,b,s,w,o
5971,r,n,f,?,s,w,o
5972,n,y,f,?,k,w,o
5973,p,n,f,b,s,w,t
5974,e,y,f,?,k,w,o
5975,b,f,f,b,s,w,o
5976,b,f,f,b,s,w,o
5977,e,n,f,?,s,w,t
5978,b,f,f,b,s,w,o
5979,n,n,f,b,f,w,o
5980,y,f,f,b,k,w,o
5981,w,n,f,?,s,w,o
5982,w,f,f,b,s,w,o
5983,p,n,f,b,s,w,t
5984,y,f,f,b,k,w,o
5985,g,f,f,b,s,w,o
5986,n,f,f,?,s,w,o
5987,y,f,f,b,k,w,o
5988,g,f,f,b,f,w,o
5989,w,f,f,b,s,w,o
5990,n,s,f,?,s,w,o
5991,y,f,f,b,k,w,o
5992,n,f,f,?,k,w,o
5993,b,n,f,b,s,w,t
5994,y,f,f,b,k,w,o
5995,e,y,f,?,k,w,o
5996,n,f,f,?,k,w,o
5997,b,n,f,?,s,w,t
5998,w,n,f,?,s,w,o
5999,b,f,f,b,s,w,o
6000,y,f,f,b,k,w,o
6001,e,f,f,?,k,w,o
6002,e,s,f,?,k,w,o
6003,e,f,f,?,s,w,o
6004,n,f,f,?,k,w,o
6005,n,f,f,?,k,w,o
6006,e,s,f,?,s,w,o
6007,n,y,f,?,k,w,o
6008,e,y,f,?,s,w,o
6009,e,s,f,?,s,w,o
6010,n,f,f,?,s,w,o
6011,e,f,f,?,k,w,o
6012,e,s,f,?,s,w,o
6013,n,s,f,?,k,w,o
6014,e,f,f,?,k,w,o
6015,e,y,f,?,k,w,o
6016,e,f,f,?,s,w,o
6017,n,y,f,?,s,w,o
6018,n,f,f,?,k,w,o
6019,e,s,f,?,k,w,o
6020,n,y,f,?,s,w,o
6021,n,f,f,?,s,w,o
6022,e,y,f,?,k,w,o
6023,e,s,f,?,k,w,o
6024,e,y,f,?,s,w,o
6025,e,y,f,?,k,w,o
6026,n,s,f,?,k,w,o
6027,e,y,f,?,k,w,o
6028,n,y,f,?,k,w,o
6029,e,s,f,?,k,w,o
6030,e,y,f,?,s,w,o
6031,n,s,f,?,k,w,o
6032,e,s,f,?,s,w,o
6033,e,s,f,?,k,w,o
6034,e,f,f,?,s,w,o
6035,n,s,f,?,k,w,o
6036,n,s,f,?,s,w,o
6037,e,f,f,?,k,w,o
6038,n,y,f,?,k,w,o
6039,n,n,a,?,s,n,o
6040,n,y,f,?,k,w,o
6041,n,n,a,?,s,n,o
6042,e,y,f,?,s,w,o
6043,n,s,f,?,k,w,o
6044,e,y,f,?,s,w,o
6045,n,y,f,?,k,w,o
6046,e,y,f,?,s,w,o
6047,n,f,f,?,s,w,o
6048,n,s,f,?,s,w,o
6049,e,y,f,?,s,w,o
6050,n,f,f,?,k,w,o
6051,n,s,f,?,s,w,o
6052,n,f,f,?,s,w,o
6053,e,s,f,?,k,w,o
6054,e,y,f,?,s,w,o
6055,e,f,f,?,s,w,o
6056,e,y,f,?,k,w,o
6057,e,f,f,?,s,w,o
6058,n,y,f,?,k,w,o
6059,e,f,f,?,k,w,o
6060,e,s,f,?,s,w,o
6061,n,f,f,?,k,w,o
6062,n,f,f,?,s,w,o
6063,e,s,f,?,s,w,o
6064,e,f,f,?,k,w,o
6065,e,s,f,?,s,w,o
6066,n,s,f,?,s,w,o
6067,e,f,f,?,s,w,o
6068,n,s,f,?,s,w,o
6069,w,n,f,?,k,w,t
6070,n,y,f,?,s,w,o
6071,n,f,f,?,s,w,o
6072,e,f,f,?,s,w,o
6073,n,s,f,?,s,w,o
6074,n,s,f,?,s,w,o
6075,e,s,f,?,k,w,o
6076,e,f,f,?,k,w,o
6077,n,y,f,?,s,w,o
6078,n,f,f,?,k,w,o
6079,n,s,f,?,k,w,o
6080,n,s,f,?,k,w,o
6081,e,y,f,?,k,w,o
6082,e,y,f,?,k,w,o
6083,n,s,f,?,k,w,o
6084,n,s,f,?,s,w,o
6085,n,y,f,?,k,w,o
6086,n,s,f,?,k,w,o
6087,n,y,f,?,k,w,o
6088,e,s,f,?,s,w,o
6089,n,y,f,?,s,w,o
6090,n,s,f,?,s,w,o
6091,e,f,f,?,s,w,o
6092,n,y,f,?,s,w,o
6093,n,f,f,?,k,w,o
6094,n,f,f,?,s,w,o
6095,e,y,f,?,s,w,o
6096,e,f,f,?,s,w,o
6097,e,f,f,?,s,w,o
6098,n,y,f,?,s,w,o
6099,e,y,f,?,s,w,o
6100,e,f,f,?,k,w,o
6101,n,f,f,?,s,w,o
6102,n,s,f,?,s,w,o
6103,e,f,f,?,s,w,o
6104,e,s,f,?,k,w,o
6105,n,y,f,?,s,w,o
6106,n,y,f,?,s,w,o
6107,e,s,f,?,s,w,o
6108,n,y,f,?,k,w,o
6109,n,s,f,?,k,w,o
6110,n,f,f,?,s,w,o
6111,e,y,f,?,k,w,o
6112,e,s,f,?,k,w,o
6113,e,f,f,?,k,w,o
6114,e,f,f,?,s,w,o
6115,e,f,f,?,k,w,o
6116,e,s,f,?,s,w,o
6117,e,s,f,?,s,w,o
6118,n,f,f,?,s,w,o
6119,e,f,f,?,s,w,o
6120,e,s,f,?,k,w,o
6121,c,n,f,b,s,w,t
6122,e,y,f,?,s,w,o
6123,n,y,f,?,s,w,o
6124,n,y,f,?,s,w,o
6125,n,s,f,?,s,w,o
6126,e,y,f,?,s,w,o
6127,e,s,f,?,s,w,o
6128,e,f,f,?,k,w,o
6129,e,f,f,?,k,w,o
6130,n,y,f,?,k,w,o
6131,e,f,f,?,k,w,o
6132,e,f,f,?,k,w,o
6133,n,y,f,?,s,w,o
6134,e,y,f,?,k,w,o
6135,e,s,f,?,k,w,o
6136,e,f,f,?,s,w,o
6137,n,s,f,?,s,w,o
6138,n,y,f,?,s,w,o
6139,e,y,f,?,k,w,o
6140,n,f,f,?,s,w,o
6141,e,s,f,?,k,w,o
6142,e,y,f,?,s,w,o
6143,w,n,f,?,s,w,t
6144,e,s,f,?,s,w,o
6145,e,f,f,?,k,w,o
6146,e,s,f,?,k,w,o
6147,e,y,f,?,s,w,o
6148,w,n,f,?,k,w,t
6149,n,s,f,?,k,w,o
6150,n,s,f,?,k,w,o
6151,n,s,f,?,s,w,o
6152,e,f,f,?,k,w,o
6153,n,f,f,?,s,w,o
6154,n,f,f,?,k,w,o
6155,e,s,f,?,k,w,o
6156,n,y,f,?,s,w,o
6157,e,f,f,?,s,w,o
6158,e,f,f,?,s,w,o
6159,e,f,f,?,k,w,o
6160,e,s,f,?,s,w,o
6161,e,f,f,?,s,w,o
6162,e,s,f,?,k,w,o
6163,e,s,f,?,s,w,o
6164,e,s,f,?,s,w,o
6165,n,y,f,?,s,w,o
6166,n,y,f,?,s,w,o
6167,e,f,f,?,k,w,o
6168,e,y,f,?,s,w,o
6169,n,y,f,?,s,w,o
6170,e,y,f,?,s,w,o
6171,n,y,f,?,k,w,o
6172,n,f,f,?,k,w,o
6173,e,f,f,?,s,w,o
6174,e,f,f,?,k,w,o
6175,e,f,f,?,s,w,o
6176,n,f,f,?,s,w,o
6177,n,f,f,?,k,w,o
6178,e,f,f,?,s,w,o
6179,e,s,f,?,k,w,o
6180,e,y,f,?,s,w,o
6181,e,f,f,?,s,w,o
6182,n,s,f,?,k,w,o
6183,n,f,f,?,k,w,o
6184,e,s,f,?,k,w,o
6185,e,s,f,?,k,w,o
6186,e,y,f,?,k,w,o
6187,e,f,f,?,k,w,o
6188,e,s,f,?,k,w,o
6189,n,s,f,?,s,w,o
6190,e,s,f,?,k,w,o
6191,e,s,f,?,s,w,o
6192,n,f,f,?,s,w,o
6193,n,f,f,?,s,w,o
6194,e,f,f,?,k,w,o
6195,g,n,f,?,s,w,t
6196,e,s,f,?,k,w,o
6197,e,s,f,?,k,w,o
6198,e,s,f,?,s,w,o
6199,e,y,f,?,k,w,o
6200,e,y,f,?,s,w,o
6201,e,f,f,?,k,w,o
6202,n,f,f,?,k,w,o
6203,n,f,f,?,k,w,o
6204,w,n,f,?,k,w,t
6205,e,s,f,?,k,w,o
6206,e,f,f,?,s,w,o
6207,n,y,f,?,k,w,o
6208,n,s,f,?,k,w,o
6209,e,y,f,?,k,w,o
6210,e,y,f,?,k,w,o
6211,e,f,f,?,k,w,o
6212,n,y,f,?,s,w,o
6213,e,f,f,?,s,w,o
6214,e,s,f,?,s,w,o
6215,g,n,f,?,k,w,t
6216,e,s,f,?,s,w,o
6217,e,f,f,?,s,w,o
6218,e,f,f,?,s,w,o
6219,n,s,f,?,s,w,o
6220,w,n,f,?,s,w,t
6221,e,s,f,?,s,w,o
6222,n,y,f,?,k,w,o
6223,e,f,f,?,s,w,o
6224,n,s,f,?,k,w,o
6225,e,f,f,?,k,w,o
6226,e,y,f,?,k,w,o
6227,e,s,f,?,s,w,o
6228,e,f,f,?,k,w,o
6229,e,s,f,?,s,w,o
6230,n,y,f,?,s,w,o
6231,e,y,f,?,s,w,o
6232,n,y,f,?,s,w,o
6233,e,y,f,?,s,w,o
6234,n,y,f,?,k,w,o
6235,e,f,f,?,s,w,o
6236,n,f,f,?,k,w,o
6237,n,f,f,?,k,w,o
6238,e,s,f,?,s,w,o
6239,e,y,f,?,k,w,o
6240,n,y,f,?,s,w,o
6241,n,s,f,?,s,w,o
6242,e,f,f,?,s,w,o
6243,e,f,f,?,s,w,o
6244,e,y,f,?,s,w,o
6245,e,y,f,?,k,w,o
6246,e,f,f,?,k,w,o
6247,n,s,f,?,s,w,o
6248,n,s,f,?,s,w,o
6249,n,f,f,?,k,w,o
6250,n,y,f,?,k,w,o
6251,n,s,f,?,k,w,o
6252,e,s,f,?,s,w,o
6253,n,f,f,?,k,w,o
6254,e,s,f,?,s,w,o
6255,e,s,f,?,k,w,o
6256,e,y,f,?,s,w,o
6257,e,y,f,?,k,w,o
6258,e,s,f,?,s,w,o
6259,e,s,f,?,s,w,o
6260,e,y,f,?,k,w,o
6261,e,f,f,?,s,w,o
6262,g,n,f,?,k,w,t
6263,n,y,f,?,k,w,o
6264,e,s,f,?,s,w,o
6265,n,y,f,?,s,w,o
6266,e,s,f,?,k,w,o
6267,n,s,f,?,k,w,o
6268,e,y,f,?,s,w,o
6269,e,s,f,?,s,w,o
6270,e,y,f,?,s,w,o
6271,e,f,f,?,k,w,o
6272,e,s,f,?,s,w,o
6273,e,s,f,?,s,w,o
6274,n,f,f,?,s,w,o
6275,n,s,f,?,s,w,o
6276,n,y,f,?,k,w,o
6277,e,s,f,?,k,w,o
6278,n,f,f,?,k,w,o
6279,e,f,f,?,k,w,o
6280,w,n,f,?,k,w,t
6281,e,s,f,?,k,w,o
6282,e,y,f,?,s,w,o
6283,e,f,f,?,s,w,o
6284,n,f,f,?,s,w,o
6285,e,y,f,?,k,w,o
6286,n,s,f,?,s,w,o
6287,e,f,f,?,k,w,o
6288,n,f,f,?,s,w,o
6289,e,f,f,?,s,w,o
6290,n,s,f,?,k,w,o
6291,n,y,f,?,k,w,o
6292,e,s,f,?,k,w,o
6293,n,s,f,?,s,w,o
6294,e,s,f,?,k,w,o
6295,e,y,f,?,s,w,o
6296,n,f,f,?,s,w,o
6297,e,f,f,?,k,w,o
6298,n,f,f,?,k,w,o
6299,n,y,f,?,k,w,o
6300,n,y,f,?,k,w,o
6301,e,s,f,?,s,w,o
6302,n,y,f,?,k,w,o
6303,e,f,f,?,s,w,o
6304,e,s,f,?,s,w,o
6305,n,s,f,?,k,w,o
6306,e,f,f,?,k,w,o
6307,e,f,f,?,s,w,o
6308,n,f,f,?,s,w,o
6309,e,y,f,?,s,w,o
6310,e,f,f,?,s,w,o
6311,n,f,f,?,k,w,o
6312,e,f,f,?,s,w,o
6313,e,f,f,?,s,w,o
6314,e,s,f,?,k,w,o
6315,n,f,f,?,k,w,o
6316,n,y,f,?,k,w,o
6317,e,f,f,?,k,w,o
6318,n,y,f,?,s,w,o
6319,n,f,f,?,s,w,o
6320,e,y,f,?,s,w,o
6321,e,f,f,?,k,w,o
6322,e,y,f,?,k,w,o
6323,n,f,f,?,k,w,o
6324,n,s,f,?,k,w,o
6325,e,s,f,?,k,w,o
6326,n,y,f,?,k,w,o
6327,n,s,f,?,k,w,o
6328,e,y,f,?,s,w,o
6329,n,f,f,?,s,w,o
6330,e,f,f,?,s,w,o
6331,e,f,f,?,s,w,o
6332,g,n,f,?,s,w,t
6333,e,f,f,?,s,w,o
6334,e,f,f,?,k,w,o
6335,e,s,f,?,k,w,o
6336,e,s,f,?,k,w,o
6337,n,f,f,?,k,w,o
6338,n,y,f,?,s,w,o
6339,n,s,f,?,k,w,o
6340,e,f,f,?,k,w,o
6341,e,f,f,?,s,w,o
6342,n,f,f,?,k,w,o
6343,n,f,f,?,k,w,o
6344,n,y,f,?,k,w,o
6345,e,f,f,?,k,w,o
6346,e,f,f,?,s,w,o
6347,n,f,f,?,s,w,o
6348,n,s,f,?,k,w,o
6349,e,f,f,?,s,w,o
6350,n,f,f,?,k,w,o
6351,n,f,f,?,k,w,o
6352,n,f,f,?,s,w,o
6353,n,s,f,?,k,w,o
6354,n,y,f,?,k,w,o
6355,n,y,f,?,k,w,o
6356,n,y,f,?,s,w,o
6357,n,f,f,?,k,w,o
6358,n,y,f,?,k,w,o
6359,n,y,f,?,s,w,o
6360,n,f,f,?,k,w,o
6361,n,f,f,?,s,w,o
6362,e,y,f,?,s,w,o
6363,e,f,f,?,s,w,o
6364,n,s,f,?,s,w,o
6365,e,y,f,?,s,w,o
6366,n,f,f,?,k,w,o
6367,w,n,f,?,k,w,t
6368,n,f,f,?,s,w,o
6369,n,f,f,?,k,w,o
6370,n,y,f,?,k,w,o
6371,n,f,f,?,k,w,o
6372,n,y,f,?,k,w,o
6373,n,f,f,?,s,w,o
6374,n,f,f,?,s,w,o
6375,e,y,f,?,k,w,o
6376,n,n,a,?,s,o,o
6377,e,f,f,?,k,w,o
6378,e,s,f,?,k,w,o
6379,e,y,f,?,k,w,o
6380,n,s,f,?,s,w,o
6381,e,s,f,?,k,w,o
6382,n,f,f,?,k,w,o
6383,e,s,f,?,k,w,o
6384,n,s,f,?,k,w,o
6385,n,y,f,?,k,w,o
6386,e,f,f,?,k,w,o
6387,e,s,f,?,k,w,o
6388,e,f,f,?,k,w,o
6389,n,y,f,?,k,w,o
6390,e,s,f,?,k,w,o
6391,n,y,f,?,k,w,o
6392,n,s,f,?,k,w,o
6393,e,f,f,?,k,w,o
6394,n,y,f,?,k,w,o
6395,e,y,f,?,s,w,o
6396,n,f,f,?,s,w,o
6397,w,n,f,?,k,w,t
6398,n,y,f,?,s,w,o
6399,n,f,f,?,s,w,o
6400,e,y,f,?,s,w,o
6401,e,s,f,?,s,w,o
6402,n,s,f,?,s,w,o
6403,e,f,f,?,s,w,o
6404,g,n,f,?,k,w,t
6405,e,s,f,?,k,w,o
6406,e,s,f,?,s,w,o
6407,w,n,f,?,s,w,t
6408,n,y,f,?,s,w,o
6409,e,s,f,?,k,w,o
6410,e,f,f,?,s,w,o
6411,n,s,f,?,k,w,o
6412,n,f,f,?,k,w,o
6413,e,s,f,?,k,w,o
6414,e,s,f,?,s,w,o
6415,e,s,f,?,s,w,o
6416,e,m,f,c,k,w,n
6417,n,y,f,?,s,w,o
6418,e,y,f,?,s,w,o
6419,e,s,f,?,k,w,o
6420,e,y,f,?,s,w,o
6421,e,f,f,?,k,w,o
6422,e,s,f,?,s,w,o
6423,e,f,f,?,k,w,o
6424,e,s,f,?,s,w,o
6425,n,n,a,?,s,n,o
6426,n,s,f,?,s,w,o
6427,e,s,f,?,s,w,o
6428,e,s,f,?,s,w,o
6429,n,f,f,?,k,w,o
6430,e,y,f,?,k,w,o
6431,e,f,f,?,k,w,o
6432,e,s,f,?,s,w,o
6433,e,y,f,?,s,w,o
6434,e,f,f,?,s,w,o
6435,n,n,a,?,s,n,o
6436,n,s,f,?,k,w,o
6437,e,f,f,?,s,w,o
6438,n,f,f,?,s,w,o
6439,e,y,f,?,k,w,o
6440,e,f,f,?,k,w,o
6441,n,s,f,?,k,w,o
6442,n,f,f,?,s,w,o
6443,n,y,f,?,s,w,o
6444,e,s,f,?,s,w,o
6445,n,y,f,?,k,w,o
6446,n,y,f,?,s,w,o
6447,e,y,f,?,s,w,o
6448,n,y,f,?,k,w,o
6449,n,y,f,?,s,w,o
6450,w,n,f,?,s,w,t
6451,e,y,f,?,s,w,o
6452,e,y,f,?,s,w,o
6453,n,f,f,?,s,w,o
6454,n,s,f,?,k,w,o
6455,e,y,f,?,k,w,o
6456,n,f,f,?,k,w,o
6457,n,s,f,?,k,w,o
6458,n,s,f,?,s,w,o
6459,n,y,f,?,k,w,o
6460,e,s,f,?,k,w,o
6461,e,s,f,?,k,w,o
6462,e,f,f,?,s,w,o
6463,e,s,f,?,k,w,o
6464,n,f,f,?,s,w,o
6465,n,f,f,?,s,w,o
6466,n,y,f,?,k,w,o
6467,n,y,f,?,k,w,o
6468,e,y,f,?,k,w,o
6469,e,y,f,?,k,w,o
6470,n,f,f,?,k,w,o
6471,e,f,f,?,s,w,o
6472,n,f,f,?,k,w,o
6473,e,s,f,?,s,w,o
6474,n,y,f,?,s,w,o
6475,n,f,f,?,k,w,o
6476,e,y,f,?,s,w,o
6477,n,f,f,?,k,w,o
6478,e,y,f,?,s,w,o
6479,e,s,f,?,s,w,o
6480,n,s,f,?,k,w,o
6481,e,s,f,?,s,w,o
6482,e,y,f,?,s,w,o
6483,e,s,f,?,k,w,o
6484,e,y,f,?,k,w,o
6485,e,y,f,?,k,w,o
6486,e,y,f,?,k,w,o
6487,e,s,f,?,s,w,o
6488,n,f,f,?,k,w,o
6489,n,s,f,?,s,w,o
6490,e,f,f,?,s,w,o
6491,n,s,f,?,k,w,o
6492,n,s,f,?,s,w,o
6493,n,f,f,?,k,w,o
6494,e,s,f,?,k,w,o
6495,e,f,f,?,s,w,o
6496,n,y,f,?,k,w,o
6497,e,y,f,?,k,w,o
6498,e,f,f,?,s,w,o
6499,n,s,f,?,k,w,o
6500,e,f,f,?,k,w,o
6501,n,f,f,?,k,w,o
6502,e,s,f,?,s,w,o
6503,e,f,f,?,s,w,o
6504,e,f,f,?,k,w,o
6505,e,y,f,?,s,w,o
6506,n,s,f,?,k,w,o
6507,e,f,f,?,s,w,o
6508,n,s,f,?,s,w,o
6509,e,y,f,?,s,w,o
6510,w,n,f,?,k,w,t
6511,e,s,f,?,k,w,o
6512,e,f,f,?,s,w,o
6513,n,y,f,?,k,w,o
6514,e,y,f,?,s,w,o
6515,n,y,f,?,s,w,o
6516,n,f,f,?,k,w,o
6517,n,y,f,?,k,w,o
6518,g,n,f,?,s,w,t
6519,e,f,f,?,k,w,o
6520,e,f,f,?,s,w,o
6521,e,y,f,?,s,w,o
6522,n,y,f,?,k,w,o
6523,e,y,f,?,k,w,o
6524,e,f,f,?,k,w,o
6525,e,s,f,?,k,w,o
6526,n,f,f,?,k,w,o
6527,n,s,f,?,k,w,o
6528,e,s,f,?,k,w,o
6529,n,y,f,?,k,w,o
6530,n,s,f,?,k,w,o
6531,w,n,f,?,s,w,t
6532,n,f,f,?,s,w,o
6533,e,f,f,?,s,w,o
6534,e,f,f,?,k,w,o
6535,n,s,f,?,s,w,o
6536,n,y,f,?,s,w,o
6537,e,y,f,?,k,w,o
6538,n,s,f,?,s,w,o
6539,e,y,f,?,s,w,o
6540,e,y,f,?,s,w,o
6541,e,s,f,?,s,w,o
6542,n,s,f,?,k,w,o
6543,n,f,f,?,k,w,o
6544,e,s,f,?,s,w,o
6545,n,s,f,?,k,w,o
6546,n,f,f,?,s,w,o
6547,n,y,f,?,s,w,o
6548,e,f,f,?,k,w,o
6549,e,s,f,?,k,w,o
6550,e,s,f,?,k,w,o
6551,e,f,f,?,s,w,o
6552,e,s,f,?,s,w,o
6553,n,y,f,?,s,w,o
6554,n,s,f,?,k,w,o
6555,e,y,f,?,s,w,o
6556,e,f,f,?,s,w,o
6557,e,s,f,?,s,w,o
6558,n,s,f,?,k,w,o
6559,n,n,a,?,s,o,o
6560,n,y,f,?,s,w,o
6561,n,y,f,?,s,w,o
6562,n,f,f,?,s,w,o
6563,n,y,f,?,k,w,o
6564,n,y,f,?,s,w,o
6565,n,y,f,?,k,w,o
6566,e,f,f,?,k,w,o
6567,e,y,f,?,s,w,o
6568,n,f,f,?,s,w,o
6569,e,f,f,?,s,w,o
6570,n,s,f,?,s,w,o
6571,e,y,f,?,s,w,o
6572,e,s,f,?,k,w,o
6573,e,f,f,?,k,w,o
6574,e,y,f,?,k,w,o
6575,e,y,f,?,k,w,o
6576,e,f,f,?,s,w,o
6577,n,f,f,?,s,w,o
6578,n,y,f,?,s,w,o
6579,n,f,f,?,s,w,o
6580,e,y,f,?,s,w,o
6581,e,y,f,?,k,w,o
6582,n,s,f,?,s,w,o
6583,e,s,f,?,k,w,o
6584,n,s,f,?,s,w,o
6585,n,s,f,?,k,w,o
6586,e,y,f,?,s,w,o
6587,n,y,f,?,k,w,o
6588,e,y,f,?,s,w,o
6589,e,s,f,?,s,w,o
6590,n,f,f,?,s,w,o
6591,n,y,f,?,s,w,o
6592,n,s,f,?,k,w,o
6593,e,s,f,?,k,w,o
6594,e,s,f,?,k,w,o
6595,e,s,f,?,k,w,o
6596,n,s,f,?,k,w,o
6597,n,y,f,?,k,w,o
6598,n,s,f,?,s,w,o
6599,e,y,f,?,s,w,o
6600,g,n,f,?,s,w,t
6601,n,y,f,?,k,w,o
6602,e,s,f,?,k,w,o
6603,n,s,f,?,s,w,o
6604,n,s,f,?,s,w,o
6605,e,s,f,?,k,w,o
6606,n,f,f,?,s,w,o
6607,e,f,f,?,k,w,o
6608,n,s,f,?,s,w,o
6609,n,y,f,?,k,w,o
6610,e,f,f,?,k,w,o
6611,n,f,f,?,k,w,o
6612,n,f,f,?,s,w,o
6613,e,f,f,?,s,w,o
6614,e,y,f,?,s,w,o
6615,n,s,f,?,s,w,o
6616,n,f,f,?,k,w,o
6617,e,y,f,?,k,w,o
