id,odor,gill-attachment,gill-size,stalk-surface-above-ring,population
7594,n,f,b,s,s
7595,y,f,n,s,v
7596,f,f,n,k,v
7597,s,f,n,s,v
7598,n,f,b,s,v
7599,f,f,n,k,v
7600,f,f,n,k,v
7601,n,f,n,y,c
7602,f,f,n,k,v
7603,n,f,b,s,y
7604,f,f,n,s,v
7605,n,f,b,k,s
7606,s,f,n,s,v
7607,f,f,n,k,v
7608,y,f,n,s,v
7609,y,f,n,s,v
7610,n,f,b,k,n
7611,n,f,b,k,n
7612,s,f,n,k,v
7613,n,a,b,s,c
7614,y,f,n,k,v
7615,y,f,n,s,v
7616,n,f,b,k,s
7617,y,f,n,s,v
7618,n,a,b,s,v
7619,y,f,n,s,v
7620,y,f,n,k,v
7621,y,f,n,k,v
7622,y,f,n,s,v
7623,n,f,b,s,n
7624,n,f,b,s,s
7625,y,f,n,s,v
7626,f,f,n,k,v
7627,n,f,b,k,s
7628,n,a,b,s,c
7629,s,f,n,k,v
7630,s,f,n,s,v
7631,n,a,b,s,v
7632,n,f,b,k,s
7633,n,f,b,k,n
7634,y,f,n,s,v
7635,f,f,n,s,v
7636,m,f,b,k,c
7637,n,a,b,s,c
7638,f,f,n,s,v
7639,s,f,n,k,v
7640,s,f,n,s,v
7641,n,f,b,s,s
7642,n,f,b,k,s
7643,n,f,b,k,n
7644,n,f,b,k,n
7645,n,f,b,k,n
7646,s,f,n,k,v
7647,s,f,n,k,v
7648,s,f,n,s,v
7649,f,f,n,k,v
7650,n,f,b,k,s
7651,n,f,b,k,s
7652,n,f,b,s,n
7653,n,a,b,s,c
7654,s,f,n,s,v
7655,f,f,n,s,v
7656,y,f,n,s,v
7657,y,f,n,s,v
7658,f,f,n,k,v
7659,n,a,b,s,v
7660,n,f,b,s,s
7661,y,f,n,k,v
7662,y,f,n,k,v
7663,n,f,b,s,s
7664,s,f,n,k,v
7665,n,a,b,s,c
7666,n,a,b,s,v
7667,s,f,n,k,v
7668,s,f,n,k,v
7669,s,f,n,k,v
7670,s,f,n,s,v
7671,f,f,n,k,v
7672,n,f,b,k,s
7673,f,f,n,s,v
7674,n,f,b,s,v
7675,n,a,b,s,v
7676,y,f,n,s,v
7677,f,f,n,s,v
7678,f,f,n,s,v
7679,n,f,b,s,s
7680,s,f,n,k,v
7681,n,f,b,k,s
7682,f,f,n,s,v
7683,n,f,b,s,s
7684,f,f,n,s,v
7685,s,f,n,s,v
7686,n,f,b,k,n
7687,f,f,n,s,v
7688,s,f,n,s,v
7689,n,a,b,s,v
7690,n,a,b,s,v
7691,y,f,n,k,v
7692,s,f,n,k,v
7693,n,a,b,s,c
7694,y,f,n,s,v
7695,f,f,n,s,v
7696,s,f,n,k,v
7697,f,f,n,s,v
7698,f,f,n,s,v
7699,n,f,b,s,n
7700,n,a,b,s,v
7701,s,f,n,k,v
7702,n,a,b,s,v
7703,n,f,b,y,y
7704,y,f,n,k,v
7705,n,f,b,s,y
7706,n,f,b,s,v
7707,n,f,n,y,c
7708,f,f,n,k,v
7709,f,f,n,s,v
7710,m,a,b,k,c
7711,n,a,b,s,v
7712,s,f,n,s,v
7713,n,f,b,s,s
7714,f,f,n,s,v
7715,m,f,b,k,c
7716,s,f,n,s,v
7717,n,a,b,s,c
7718,n,f,b,y,y
7719,s,f,n,k,v
7720,y,f,n,s,v
7721,n,f,b,k,s
7722,n,f,b,s,v
7723,s,f,n,k,v
7724,n,a,b,s,c
7725,n,f,b,k,n
7726,n,f,b,s,n
7727,y,f,n,k,v
7728,m,a,b,k,c
7729,s,f,n,s,v
7730,n,a,b,s,c
7731,f,f,n,s,v
7732,s,f,n,k,v
7733,y,f,n,k,v
7734,s,f,n,k,v
7735,f,f,n,k,v
7736,f,f,n,s,v
7737,n,f,b,s,n
7738,n,a,b,s,v
7739,s,f,n,k,v
7740,n,f,n,y,c
7741,n,f,b,k,n
7742,n,a,b,s,c
7743,s,f,n,k,v
7744,n,f,b,s,s
7745,n,f,b,s,n
7746,n,a,b,s,c
7747,n,f,b,k,n
7748,n,f,b,k,n
7749,n,f,b,s,n
7750,n,f,b,k,n
7751,f,f,n,s,v
7752,s,f,n,s,v
7753,n,f,b,s,s
7754,n,f,b,s,s
7755,f,f,n,s,v
7756,s,f,n,k,v
7757,f,f,n,k,v
7758,f,f,n,k,v
7759,s,f,n,k,v
7760,n,a,b,s,v
7761,s,f,n,s,v
7762,n,f,b,s,n
7763,n,a,b,s,v
7764,n,f,b,k,n
7765,s,f,n,k,v
7766,n,a,b,s,v
7767,f,f,n,k,v
7768,f,f,n,k,v
7769,s,f,n,s,v
7770,n,f,b,s,s
7771,f,f,n,k,v
7772,s,f,n,k,v
7773,n,f,b,s,s
7774,y,f,n,k,v
7775,y,f,n,s,v
7776,f,f,n,k,v
7777,n,f,b,s,n
7778,n,f,b,k,s
7779,s,f,n,k,v
7780,n,f,b,y,y
7781,y,f,n,s,v
7782,s,f,n,s,v
7783,n,a,b,s,v
7784,n,f,b,s,n
7785,f,f,n,s,v
7786,s,f,n,s,v
7787,f,f,n,k,v
7788,f,f,n,s,v
7789,n,a,b,s,c
7790,y,f,n,s,v
7791,n,f,b,s,s
7792,n,a,b,s,c
7793,s,f,n,k,v
7794,y,f,n,k,v
7795,s,f,n,s,v
7796,n,f,b,s,n
7797,y,f,n,k,v
7798,n,f,b,s,s
7799,s,f,n,k,v
7800,s,f,n,k,v
7801,s,f,n,k,v
7802,m,a,b,k,c
7803,s,f,n,s,v
7804,n,f,b,k,s
7805,y,f,n,s,v
7806,m,f,b,k,c
7807,y,f,n,s,v
7808,n,a,b,s,c
7809,s,f,n,s,v
7810,n,f,b,s,n
7811,n,f,b,s,n
7812,n,a,b,s,v
7813,s,f,n,s,v
7814,n,a,b,s,c
7815,n,f,b,s,n
7816,s,f,n,s,v
7817,y,f,n,k,v
7818,n,f,b,k,n
7819,n,f,b,s,n
7820,f,f,n,s,v
7821,m,f,b,k,c
7822,f,f,n,s,v
7823,f,f,n,s,v
7824,n,f,b,k,s
7825,f,f,n,k,v
7826,n,a,b,s,v
7827,s,f,n,k,v
7828,s,f,n,s,v
7829,n,a,b,s,v
7830,n,a,b,s,v
7831,n,f,b,k,n
7832,n,a,b,s,c
7833,y,f,n,s,v
7834,n,a,b,s,v
7835,n,a,b,s,c
7836,y,f,n,s,v
7837,n,a,b,s,c
7838,f,f,n,k,v
7839,n,f,b,k,n
7840,y,f,n,s,v
7841,n,a,b,s,v
7842,s,f,n,k,v
7843,n,f,b,k,s
7844,n,f,b,k,s
7845,n,a,b,s,v
7846,n,a,b,s,c
7847,y,f,n,s,v
7848,n,f,b,k,n
7849,f,f,n,k,v
7850,s,f,n,k,v
7851,f,f,n,s,v
7852,f,f,n,k,v
7853,s,f,n,s,v
7854,s,f,n,s,v
7855,n,f,b,k,n
7856,s,f,n,s,v
7857,y,f,n,k,v
7858,s,f,n,s,v
7859,n,f,b,s,n
7860,n,a,b,s,c
7861,n,f,b,k,n
7862,f,f,n,s,v
7863,f,f,n,s,v
7864,s,f,n,s,v
7865,f,f,n,k,v
7866,f,f,n,k,v
7867,n,a,b,s,v
7868,n,f,b,k,s
7869,f,f,n,k,v
7870,f,f,n,k,v
7871,n,f,b,k,n
7872,n,a,b,s,v
7873,n,f,b,k,n
7874,s,f,n,s,v
7875,f,f,n,s,v
7876,y,f,n,s,v
7877,y,f,n,k,v
7878,s,f,n,k,v
7879,n,a,b,s,c
7880,f,f,n,k,v
7881,s,f,n,k,v
7882,f,f,n,s,v
7883,n,f,b,s,s
7884,y,f,n,k,v
7885,y,f,n,k,v
7886,f,f,n,s,v
7887,n,a,b,s,v
7888,n,f,b,y,y
7889,s,f,n,k,v
7890,s,f,n,k,v
7891,n,f,b,s,s
7892,s,f,n,s,v
7893,y,f,n,s,v
7894,n,a,b,s,c
7895,n,f,b,s,s
7896,n,f,b,k,n
7897,y,f,n,k,v
7898,s,f,n,s,v
7899,n,f,b,s,v
7900,y,f,n,s,v
7901,n,f,b,k,s
7902,s,f,n,s,v
7903,y,f,n,s,v
7904,f,f,n,s,v
7905,n,f,b,k,s
7906,n,a,b,s,v
7907,f,f,n,k,v
7908,n,f,b,s,s
7909,f,f,n,s,v
7910,n,f,b,s,s
7911,m,a,b,k,c
7912,n,a,b,s,v
7913,n,f,b,s,n
7914,n,a,b,s,v
7915,f,f,n,k,v
7916,n,a,b,s,v
7917,n,f,b,s,n
7918,f,f,n,s,v
7919,n,f,b,s,n
7920,n,f,b,s,v
7921,f,f,n,s,v
7922,n,f,b,s,n
7923,n,a,b,s,c
7924,f,f,n,k,v
7925,y,f,n,s,v
7926,s,f,n,s,v
7927,s,f,n,s,v
7928,n,a,b,s,c
7929,s,f,n,k,v
7930,n,f,b,s,s
7931,f,f,n,k,v
7932,n,f,b,y,y
7933,s,f,n,s,v
7934,n,f,b,k,s
7935,f,f,n,s,v
7936,y,f,n,k,v
7937,f,f,n,s,v
7938,n,a,b,s,c
7939,n,f,b,s,n
7940,n,a,b,s,c
7941,n,f,b,s,y
7942,m,a,b,k,c
7943,y,f,n,s,v
7944,f,f,n,k,v
7945,n,a,b,s,v
7946,n,a,b,s,c
7947,n,f,b,s,v
7948,s,f,n,k,v
7949,y,f,n,s,v
7950,s,f,n,s,v
7951,y,f,n,s,v
7952,f,f,n,k,v
7953,n,f,b,s,v
7954,n,a,b,s,c
7955,n,f,b,s,n
7956,n,f,b,s,s
7957,n,a,b,s,c
7958,n,a,b,s,c
7959,n,f,b,s,n
7960,f,f,n,k,v
7961,n,f,b,k,s
7962,y,f,n,s,v
7963,y,f,n,k,v
7964,f,f,n,s,v
7965,n,a,b,s,v
7966,n,f,b,s,y
7967,n,f,b,s,n
7968,f,f,n,k,v
7969,f,f,n,s,v
7970,y,f,n,s,v
7971,n,a,b,s,c
7972,n,a,b,s,v
7973,n,f,b,s,s
7974,f,f,n,s,v
7975,n,f,b,k,s
7976,n,f,b,s,n
7977,n,f,b,k,n
7978,n,a,b,s,v
7979,s,f,n,s,v
7980,n,a,b,s,v
7981,f,f,n,k,v
7982,m,a,b,k,c
7983,y,f,n,s,v
7984,n,f,b,s,n
7985,n,f,b,y,y
7986,n,a,b,s,c
7987,n,f,b,y,y
7988,f,f,n,k,v
7989,n,a,b,s,c
7990,y,f,n,k,v
7991,f,f,n,k,v
7992,n,f,b,k,n
7993,f,f,n,s,v
7994,n,f,b,k,s
7995,n,a,b,s,c
7996,y,f,n,s,v
7997,n,a,b,s,v
7998,y,f,n,k,v
7999,s,f,n,s,v
8000,n,a,b,s,v
8001,n,a,b,s,c
8002,n,f,b,y,y
8003,n,f,b,k,s
8004,n,a,b,s,v
8005,f,f,n,s,v
8006,s,f,n,s,v
8007,y,f,n,s,v
8008,f,f,n,s,v
8009,f,f,n,k,v
8010,n,a,b,s,v
8011,n,a,b,s,v
8012,n,a,b,s,v
8013,s,f,n,s,v
8014,n,a,b,s,v
8015,n,f,b,s,s
8016,n,f,b,k,s
8017,s,f,n,k,v
8018,n,f,b,k,n
8019,n,f,b,s,s
8020,n,f,b,s,s
8021,y,f,n,s,v
8022,y,f,n,k,v
8023,y,f,n,k,v
8024,y,f,n,s,v
8025,f,f,n,k,v
8026,n,a,b,s,c
8027,n,a,b,s,v
8028,f,f,n,k,v
8029,f,f,n,s,v
8030,n,f,b,s,n
8031,n,f,b,s,s
8032,f,f,n,s,v
8033,f,f,n,s,v
8034,f,f,n,s,v
8035,n,a,b,s,c
8036,n,f,b,k,n
8037,n,a,b,s,v
8038,y,f,n,k,v
8039,n,f,b,s,y
8040,f,f,n,s,v
8041,n,a,b,s,v
8042,y,f,n,k,v
8043,n,a,b,s,c
8044,n,a,b,s,v
8045,n,a,b,s,c
8046,y,f,n,k,v
8047,n,f,b,k,n
8048,y,f,n,s,v
8049,y,f,n,s,v
8050,f,f,n,k,v
8051,s,f,n,s,v
8052,n,f,b,s,s
8053,n,a,b,s,v
8054,f,f,n,k,v
8055,n,a,b,s,v
8056,n,f,b,k,n
8057,n,a,b,s,v
8058,n,a,b,s,v
8059,s,f,n,s,v
8060,f,f,n,s,v
8061,s,f,n,k,v
8062,s,f,n,k,v
8063,y,f,n,s,v
8064,n,f,b,k,s
8065,f,f,n,s,v
8066,n,a,b,s,v
8067,f,f,n,k,v
8068,n,a,b,s,c
8069,n,a,b,s,c
8070,n,a,b,s,c
8071,s,f,n,k,v
8072,n,a,b,s,v
8073,f,f,n,k,v
8074,n,a,b,s,v
8075,n,f,b,k,n
8076,n,a,b,s,c
8077,n,a,b,s,c
8078,n,a,b,s,v
8079,n,f,b,s,s
8080,f,f,n,s,v
8081,s,f,n,s,v
8082,f,f,n,k,v
8083,s,f,n,k,v
8084,y,f,n,s,v
8085,n,f,b,k,s
8086,n,f,b,s,s
8087,n,a,b,s,v
8088,f,f,n,k,v
8089,n,a,b,s,v
8090,f,f,n,k,v
8091,f,f,n,k,v
8092,f,f,n,s,v
8093,y,f,n,s,v
8094,y,f,n,k,v
8095,n,f,b,k,n
8096,m,f,b,k,c
8097,n,f,b,k,n
8098,s,f,n,k,v
8099,y,f,n,k,v
8100,n,f,b,k,s
8101,n,a,b,s,v
8102,s,f,n,s,v
8103,n,a,b,s,c
8104,n,a,b,s,c
8105,n,a,b,s,v
8106,n,a,b,s,v
8107,n,a,b,s,v
8108,n,a,b,s,c
8109,y,f,n,k,v
8110,n,f,b,s,n
8111,n,a,b,s,v
8112,n,f,b,s,n
8113,n,a,b,s,v
8114,y,f,n,k,v
8115,m,a,b,k,c
8116,n,a,b,s,v
8117,s,f,n,s,v
8118,y,f,n,k,v
8119,f,f,n,k,v
8120,n,a,b,s,c
8121,n,a,b,s,v
8122,n,a,b,s,c
8123,y,f,n,s,v
8124,n,a,b,s,c
